iter	Passed	Remaining
396	1054	1601
397	1057	1599
398	1060	1597
399	1062	1593
400	1064	1590
401	1067	1588
402	1070	1585
403	1073	1584
404	1076	1581
405	1078	1578
406	1081	1575
407	1083	1572
408	1085	1569
409	1088	1566
410	1090	1563
411	1093	1560
412	1096	1558
413	1100	1557
414	1105	1558
415	1109	1557
416	1112	1554
417	1120	1559
418	1125	1561
419	1132	1563
420	1136	1563
421	1143	1566
422	1149	1568
423	1153	1567
424	1158	1567
425	1161	1565
426	1164	1562
427	1166	1559
428	1169	1556
429	1171	1553
430	1174	1550
431	1177	1547
432	1179	1545
433	1182	1542
434	1186	1541
435	1190	1540
436	1193	1537
437	1195	1534
438	1198	1531
439	1200	1528
440	1203	1525
441	1206	1522
442	1208	1519
443	1210	1515
444	1212	1512
445	1215	1509
446	1217	1506
447	1220	1503
448	1222	1500
449	1224	1497
450	1227	1494
451	1230	1491
452	1234	1490
453	1238	1489
454	1242	1487
455	1245	1485
456	1248	1483
457	1253	1483
458	1257	1482
459	1262	1481
460	1265	1479
461	1268	1477
462	1272	1475
463	1274	1472
464	1278	1470
465	1284	1471
466	1286	1468
467	1290	1467
468	1293	1464
469	1297	1462
470	1300	1460
471	1303	1457
472	1305	1454
473	1308	1451
474	1310	1448
475	1313	1445
476	1315	1442
477	1318	1439
478	1320	1436
479	1322	1432
480	1325	1430
481	1327	1426
482	1329	1423
483	1332	1420
484	1334	1417
485	1337	1414
486	1339	1410
487	1342	1408
488	1345	1405
489	1347	1402
490	1352	1401
491	1356	1400
492	1360	1399
493	1363	1396
494	1371	1399
495	1376	1398
496	1383	1399
497	1388	1400
498	1393	1399
499	1397	1397
500	1400	1395
501	1403	1392
502	1406	1390
503	1409	1386
504	1411	1384
505	1413	1380
506	1416	1377
507	1418	1373
508	1421	1371
509	1422	1367
510	1425	1364
511	1427	1361
512	1430	1357
513	1432	1354
514	1435	1351
515	1437	1348
516	1440	1345
517	1443	1343
518	1446	1340
519	1451	1340
520	1455	1338
521	1458	1336
522	1464	1335
523	1471	1336
524	1475	1335
525	1478	1332
526	1483	1331
527	1487	1329
528	1490	1326
529	1492	1323
530	1495	1320
531	1497	1317
532	1500	1314
533	1502	1311
534	1505	1308
535	1508	1305
536	1510	1302
537	1513	1299
538	1515	1296
539	1518	1293
540	1520	1290
541	1523	1287
542	1525	1284
543	1528	1281
544	1531	1278
545	1533	1275
546	1536	1272
547	1540	1270
548	1543	1268
549	1547	1266
550	1552	1264
551	1556	1263
552	1560	1261
553	1564	1259
554	1568	1257
555	1572	1255
556	1575	1253
557	1578	1250
558	1582	1248
559	1586	1246
560	1588	1243
561	1590	1239
562	1593	1236
563	1595	1233
564	1598	1230
565	1601	1228
566	1603	1224
567	1606	1222
568	1609	1219
569	1612	1216
570	1618	1215
571	1622	1213
572	1630	1214
573	1635	1214
574	1641	1213
575	1648	1213
576	1651	1210
577	1653	1207
578	1657	1204
579	1659	1201
580	1662	1199
581	1665	1195
582	1667	1193
583	1671	1190
584	1673	1187
585	1676	1184
586	1678	1180
587	1680	1177
588	1683	1174
589	1685	1171
590	1688	1168
591	1692	1166
592	1697	1164
593	1700	1162
594	1707	1162
595	1713	1161
596	1717	1159
597	1720	1156
598	1723	1154
599	1726	1151
600	1729	1148
601	1732	1145
602	1734	1142
603	1737	1138
604	1741	1136
605	1743	1133
606	1745	1130
607	1748	1127
608	1750	1123
609	1753	1120
610	1756	1118
611	1758	1115
612	1762	1112
613	1766	1110
614	1770	1108
615	1773	1105
616	1775	1102
617	1778	1099
618	1781	1096
619	1784	1093
620	1786	1090
621	1789	1087
622	1791	1084
623	1794	1081
624	1797	1078
625	1800	1075
626	1803	1072
627	1806	1069
628	1808	1066
629	1810	1063
630	1813	1060
631	1815	1057
632	1818	1054
633	1821	1051
634	1823	1048
635	1825	1044
636	1828	1041
637	1830	1038
638	1833	1035
639	1835	1032
640	1838	1029
641	1840	1026
642	1842	1023
643	1845	1020
644	1847	1016
645	1849	1013
646	1852	1010
647	1854	1007
648	1856	1004
649	1859	1001
650	1861	998
651	1863	994
652	1866	991
653	1868	988
654	1871	985
655	1873	982
656	1875	979
657	1877	976
658	1880	972
659	1882	969
660	1884	966
661	1886	963
662	1888	960
663	1891	957
664	1893	953
665	1895	950
666	1898	947
667	1900	944
668	1903	941
669	1905	938
670	1908	935
671	1911	932
672	1916	931
673	1920	928
674	1922	925
675	1925	922
676	1928	920
677	1934	918
678	1937	915
679	1942	914
680	1945	911
681	1948	908
682	1951	905
683	1953	902
684	1957	900
685	1960	897
686	1962	894
687	1965	891
688	1967	888
689	1970	885
690	1973	882
691	1977	880
692	1981	877
693	1983	874
694	1986	871
695	1990	869
696	1992	866
697	1996	863
698	2001	862
699	2006	860
700	2013	858
701	2021	858
702	2024	855
703	2027	852
704	2030	849
705	2033	846
706	2036	843
707	2038	840
708	2041	837
709	2044	835
710	2047	832
711	2049	829
712	2052	826
713	2054	823
714	2057	820
715	2060	817
716	2066	815
717	2072	813
718	2077	811
719	2086	811
720	2090	808
721	2093	806
722	2097	803
723	2101	800
724	2105	798
725	2108	795
726	2110	792
727	2113	789
728	2118	787
729	2121	784
730	2126	782
731	2133	780
732	2138	779
733	2143	776
734	2147	774
735	2152	772
736	2157	769
737	2161	767
738	2166	765
739	2170	762
740	2174	760
741	2178	757
742	2182	754
743	2185	752
744	2190	749
745	2195	747
746	2201	745
747	2207	743
748	2213	741
749	2217	739
750	2220	736
751	2224	733
752	2228	731
753	2231	728
754	2234	725
755	2237	722
756	2239	719
757	2242	716
758	2247	713
759	2252	711
760	2259	709
761	2264	707
762	2272	705
763	2275	702
764	2280	700
765	2284	697
766	2288	695
767	2292	692
768	2295	689
769	2299	686
770	2302	683
771	2307	681
772	2312	679
773	2319	677
774	2325	675
775	2330	672
776	2338	671
777	2342	668
778	2346	665
779	2354	664
780	2359	661
781	2362	658
782	2367	656
783	2372	653
784	2376	650
785	2378	647
786	2382	644
787	2388	642
788	2391	639
789	2401	638
790	2406	635
791	2409	632
792	2415	630
793	2418	627
794	2422	624
795	2426	621
796	2431	619
797	2436	616
798	2440	614
799	2443	610
800	2449	608
801	2452	605
802	2455	602
803	2458	599
804	2462	596
805	2465	593
806	2468	590
807	2471	587
808	2474	584
809	2476	580
810	2479	577
811	2482	574
812	2485	571
813	2488	568
814	2490	565
815	2492	562
816	2495	558
817	2497	555
818	2499	552
819	2502	549
820	2504	546
821	2506	542
822	2509	539
823	2511	536
824	2513	533
825	2516	530
826	2519	526
827	2521	523
828	2523	520
829	2526	517
830	2528	514
831	2531	511
832	2533	507
833	2536	504
834	2538	501
835	2541	498
836	2543	495
837	2546	492
838	2548	489
839	2551	485
840	2553	482
841	2555	479
842	2557	476
843	2560	473
844	2562	470
845	2564	466
846	2566	463
847	2569	460
848	2571	457
849	2573	454
850	2576	451
851	2578	447
852	2580	444
853	2582	441
854	2584	438
855	2587	435
856	2589	432
857	2592	429
858	2595	426
859	2597	422
860	2600	419
861	2602	416
862	2604	413
863	2607	410
864	2609	407
865	2612	404
866	2614	401
867	2616	397
868	2618	394
869	2621	391
870	2623	388
871	2625	385
872	2628	382
873	2630	379
874	2632	376
875	2634	372
876	2637	369
877	2639	366
878	2641	363
879	2644	360
880	2646	357
881	2648	354
882	2651	351
883	2653	348
884	2655	345
885	2658	342
886	2660	338
887	2662	335
888	2665	332
889	2667	329
890	2669	326
891	2671	323
892	2674	320
893	2676	317
894	2678	314
895	2681	311
896	2683	308
897	2686	305
898	2688	302
899	2690	298
900	2692	295
901	2694	292
902	2696	289
903	2699	286
904	2701	283
905	2703	280
906	2706	277
907	2708	274
908	2710	271
909	2713	268
910	2715	265
911	2717	262
912	2720	259
913	2722	256
914	2724	253
915	2726	250
916	2728	246
917	2731	243
918	2733	240
919	2735	237
920	2737	234
921	2740	231
922	2742	228
923	2744	225
924	2747	222
925	2749	219
926	2751	216
927	2753	213
928	2755	210
929	2758	207
930	2760	204
931	2762	201
932	2764	198
933	2766	195
934	2769	192
935	2771	189
936	2773	186
937	2776	183
938	2778	180
939	2780	177
940	2782	174
941	2785	171
942	2787	168
943	2789	165
944	2791	162
945	2794	159
946	2796	156
947	2798	153
948	2801	150
949	2803	147
950	2805	144
951	2807	141
952	2810	138
953	2812	135
954	2815	132
955	2817	129
956	2820	126
957	2822	123
958	2824	120
959	2826	117
960	2829	114
961	2831	111
962	2834	108
963	2836	105
964	2838	102
965	2840	99
966	2842	97
967	2845	94
968	2847	91
969	2850	88
970	2852	85
971	2854	82
972	2857	79
973	2859	76
974	2861	73
975	2864	70
976	2866	67
977	2869	64
978	2872	61
979	2875	58
980	2877	55
981	2880	52
982	2882	49
983	2885	46
984	2887	43
985	2890	41
986	2892	38
987	2895	35
988	2899	32
989	2902	29
990	2905	26
991	2908	23
992	2911	20
993	2913	17
994	2915	14
995	2918	11
996	2920	8
997	2923	5
998	2927	2
999	2929	0
