,Unnamed: 0,ticker,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5,resultado
1537,1537,POSI3_2020,0.63,3.79,0.71,2.24,2.6,0.33,0.26,0.86,1.18,2.92,3.39,1.35,7.21,0.0,0.21,0.68,0.79,0.36,0.63,1.61,20.47,14.72,12.67,8.71,18.69,6.76,11.2,0.78,3.53,0.0,4.693413654618475
1538,1538,POSI3_2021,3.13,7.72,1.32,4.53,5.1,0.46,0.41,1.31,2.44,6.11,6.89,1.41,8.26,0.0,0.46,1.59,1.79,0.31,0.69,1.61,22.84,10.14,9.01,5.95,17.09,5.33,14.3,0.9,14.02,86.66,9.061497975708502
1539,1539,POSI3_2022,3.62,4.39,0.95,1.95,2.13,0.27,0.32,0.8,1.73,3.57,3.9,2.14,9.85,0.0,0.79,1.62,1.77,0.33,0.67,1.93,23.97,13.68,12.52,6.07,21.71,7.22,21.25,1.19,21.15,0.0,8.294319999999999
1540,1540,POSI3_2023,7.39,5.16,0.68,1.81,2.01,0.28,0.24,0.65,1.21,3.42,3.79,1.35,10.21,0.66,0.61,1.61,1.78,0.35,0.65,1.83,30.03,15.26,13.75,5.35,13.21,4.58,17.99,0.86,21.15,0.0,7.383346774193548
1556,1556,GBIO33_2019,0.0,661.76,1.43,0.0,15.02,1.43,0.85,7.18,1.55,0.0,17.04,0.02,6.95,0.0,0.19,0.0,2.02,0.59,0.41,1.36,46.49,0.0,9.49,0.22,0.22,0.13,3.97,0.6,12.83,38.45,8.526818181818182
1557,1557,GBIO33_2020,0.0,14.97,1.32,0.0,40.09,1.52,0.79,7.57,1.43,0.0,47.57,0.69,7.86,0.06,0.25,0.0,7.48,0.6,0.4,1.31,43.48,0.0,3.79,10.14,8.83,5.29,0.1,0.52,12.83,38.45,9.928
1572,1572,BIOM3_2019,0.0,10.62,3.86,12.35,11.26,66.25,1.52,6.79,2.46,13.41,12.23,1.17,3.21,0.0,0.33,1.06,0.97,0.39,0.61,2.44,5.83,536.61,588.22,624.02,36.35,14.36,17.03,0.02,0.0,0.0,7.137020202020201
1573,1573,BIOM3_2020,0.0,15.51,5.73,24.35,19.75,18.71,2.52,8.15,4.69,25.38,20.58,1.05,2.83,0.0,0.24,1.03,0.83,0.44,0.56,3.03,23.75,76.84,94.72,120.62,36.96,16.27,14.65,0.13,0.0,0.0,13.97879518072289
1574,1574,BIOM3_2021,0.0,10.96,7.88,16.28,13.4,8.21,2.38,13.95,3.86,18.67,15.37,1.18,1.65,0.0,1.16,2.39,1.97,0.3,0.7,1.8,25.15,50.45,61.3,74.95,71.93,21.7,22.36,0.29,0.0,0.0,13.776275303643725
1575,1575,BIOM3_2022,0.0,5.96,3.47,7.46,6.4,5.26,1.36,6.06,2.49,8.38,7.19,1.14,1.96,0.0,0.43,0.92,0.79,0.39,0.61,1.98,15.24,70.49,82.17,88.19,58.17,22.85,26.21,0.26,299.61,0.0,8.790722891566265
1576,1576,BIOM3_2023,0.0,6.03,5.2,8.09,6.85,4.14,1.52,14.82,2.36,9.81,8.31,0.96,1.11,0.39,1.11,1.72,1.46,0.29,0.71,1.4,18.28,51.12,60.4,68.6,86.26,25.16,29.62,0.37,299.61,0.0,5.024112903225807
1588,1588,SHOW3_2019,0.95,5.96,1.52,13.9,8.86,1.07,0.68,3.17,1.58,12.14,7.73,1.05,4.11,0.0,0.19,1.77,1.13,0.45,0.56,1.6,14.37,7.71,12.09,17.98,25.51,11.36,14.2,0.63,6.57,0.0,5.730505050505051
1589,1589,SHOW3_2020,0.0,2.47,1.39,4.31,3.36,6.69,0.51,3.63,0.98,3.38,2.64,1.61,2.85,0.0,0.3,0.92,0.72,0.36,0.64,1.4,37.76,155.39,199.18,271.46,56.42,20.51,28.17,0.08,40.82,0.0,3.1286345381526104
1590,1590,SHOW3_2021,0.0,3.92,1.86,5.15,4.48,8.03,0.46,4.14,1.2,3.27,2.84,0.95,2.0,0.0,0.68,1.88,1.64,0.25,0.75,1.22,28.99,155.8,179.23,204.67,47.5,11.84,21.78,0.06,47.6,0.0,4.600161943319838
1591,1591,SHOW3_2022,0.0,14.56,1.44,4.01,4.71,0.49,0.31,4.74,0.82,1.74,2.05,0.16,1.65,0.0,0.82,2.26,2.66,0.22,0.78,1.12,25.51,12.25,10.41,3.37,9.92,2.16,14.42,0.64,12.84,0.0,3.17168
1592,1592,SHOW3_2023,0.0,9.04,0.93,2.08,2.25,0.35,0.2,4.97,0.65,0.19,0.21,0.23,2.27,0.05,1.02,2.27,2.46,0.22,0.77,1.06,26.58,16.78,15.48,3.86,10.3,2.25,33.65,0.58,12.84,18.71,2.3376209677419357
1594,1594,GETT11_2021,0.0,15.09,2.16,7.79,12.96,2.52,0.12,5.28,3.51,0.0,0.0,0.26,1.78,0.0,0.42,1.5,2.5,0.06,0.94,1.03,38.35,32.35,19.43,16.69,14.34,0.81,6.86,0.05,0.0,0.0,3.984509803921569
1595,1595,GETT11_2022,8.79,15.12,2.48,9.52,14.55,2.68,0.16,6.28,3.92,0.0,0.0,0.32,1.94,0.13,0.17,0.65,0.99,0.07,0.93,1.03,41.43,28.14,18.41,17.71,16.41,1.07,10.57,0.06,0.0,0.0,4.119317269076306
1607,1607,REDE3_2019,3.24,24.58,5.01,7.63,10.52,1.56,0.93,11.05,1.26,10.65,14.68,0.35,1.7,0.0,1.98,3.02,4.16,0.19,0.75,1.49,20.79,20.46,14.85,6.35,20.37,3.8,11.15,0.6,17.93,15.99,5.48544502617801
1608,1608,REDE3_2020,0.83,25.86,5.61,9.53,12.86,2.08,1.09,9.22,1.7,11.63,15.7,0.43,1.99,0.0,1.24,2.11,2.84,0.19,0.74,1.48,21.85,21.87,16.2,8.05,21.68,4.2,9.8,0.52,6.59,17.33,7.4298717948717945
1609,1609,REDE3_2021,14.95,10.1,3.71,3.88,4.73,0.9,0.56,7.14,0.8,6.27,7.63,0.65,1.76,0.0,2.47,2.38,2.9,0.14,0.78,1.29,24.1,23.15,19.01,8.91,39.84,5.55,16.12,0.62,14.67,53.63,6.373446808510638
1610,1610,REDE3_2022,9.67,7.67,2.06,2.75,3.3,0.75,0.45,7.1,0.62,4.91,5.89,0.7,2.62,0.0,2.32,2.16,2.59,0.15,0.78,1.31,28.86,27.38,22.83,9.83,38.6,5.88,17.98,0.6,10.99,67.95,5.23865470852018
1611,1611,REDE3_2023,10.74,9.61,2.39,3.79,3.86,0.91,0.53,31.57,0.72,6.54,6.67,0.69,2.77,12.24,1.74,2.75,2.81,0.22,0.78,1.07,30.1,23.92,23.48,9.43,24.89,5.5,17.54,0.58,10.99,67.22,5.454936708860759
1638,1638,JOPA3_2019,2.4,26.74,0.57,6.38,9.77,0.23,0.16,0.48,0.42,18.01,27.57,1.01,47.14,0.0,1.05,11.64,17.82,0.28,0.63,2.12,27.48,3.67,2.4,0.88,2.14,0.59,0.78,0.68,3.46,12.24,22.174285714285716
1639,1639,JOPA3_2020,0.82,11.64,0.71,2.76,3.15,0.24,0.18,0.64,0.54,6.29,7.19,3.01,49.29,0.0,0.91,3.54,4.04,0.26,0.66,1.76,27.37,8.58,7.51,2.03,6.1,1.57,3.94,0.77,8.16,5.65,29.0803125
1640,1640,JOPA3_2021,2.97,9.91,0.56,3.02,3.64,0.15,0.14,0.36,0.47,8.34,10.05,2.91,51.37,0.0,0.99,5.31,6.4,0.25,0.67,2.21,19.84,5.03,4.18,1.54,5.66,1.4,3.43,0.91,11.31,0.03,31.7148
1641,1641,JOPA3_2022,3.68,7.8,0.42,1.63,1.83,0.11,0.1,0.32,0.37,6.07,6.82,2.89,53.43,0.0,1.15,4.43,4.98,0.23,0.69,1.73,21.36,6.45,5.74,1.35,5.4,1.27,5.96,0.94,16.21,9.78,22.532179487179487
1642,1642,JOPA3_2023,3.91,32.81,0.39,1.91,2.2,0.1,0.09,0.25,0.36,7.0,8.04,0.64,53.92,0.42,1.03,5.07,5.83,0.24,0.68,2.07,19.84,5.47,4.76,0.32,1.19,0.29,4.44,0.9,16.21,18.77,21.256344086021503
1653,1653,SHUL4_2019,2.62,9.32,1.46,6.57,9.39,0.85,0.65,1.75,1.68,0.0,0.0,1.09,6.94,0.0,0.35,1.59,2.27,0.44,0.56,2.51,21.77,12.98,9.09,9.16,15.67,6.95,6.93,0.76,7.65,12.44,1.9004040404040403
1654,1654,SHUL4_2020,2.29,8.5,1.62,6.46,8.39,1.15,0.68,1.84,1.96,0.0,0.0,1.59,8.31,0.0,0.33,1.31,1.7,0.42,0.58,2.28,22.97,17.75,13.67,13.49,19.1,7.96,7.62,0.59,10.16,24.14,2.599437751004016
1655,1655,SHUL4_2021,2.22,7.8,1.65,5.14,6.25,0.88,0.69,1.59,1.99,0.0,0.0,1.08,5.08,0.0,0.53,1.65,2.0,0.42,0.58,2.96,22.24,17.15,14.1,11.3,21.21,8.84,12.49,0.78,24.09,44.44,4.18753036437247
1656,1656,SHUL4_2022,4.6,6.23,1.51,3.85,4.44,0.8,0.71,1.71,2.08,0.0,0.0,0.76,3.12,0.0,0.17,0.43,0.49,0.47,0.53,2.71,25.96,20.91,18.11,12.9,24.22,11.39,17.84,0.88,24.97,46.42,4.26572
1657,1657,SHUL4_2023,3.26,8.14,2.01,6.05,7.1,1.25,1.05,2.66,3.07,44.44,52.17,0.87,3.51,0.34,0.02,0.05,0.06,0.52,0.48,2.5,27.03,20.61,17.56,15.32,24.66,12.9,16.38,0.84,24.97,50.47,5.929112903225807
1675,1675,LOGN3_2019,0.0,43.86,1.54,1.8,2.83,0.46,0.26,0.84,0.49,3.99,6.27,0.48,13.57,0.0,1.87,2.19,3.44,0.17,0.83,2.76,18.82,25.77,16.39,1.06,3.51,0.58,10.04,0.55,1.55,0.0,14.846818181818183
1676,1676,LOGN3_2020,0.0,131.79,4.82,5.7,8.85,1.52,0.77,2.66,1.49,7.98,12.38,0.12,3.35,0.0,1.92,2.27,3.53,0.16,0.84,2.54,20.68,26.57,17.12,1.15,3.66,0.59,9.07,0.51,4.71,0.0,16.727389558232932
1677,1677,LOGN3_2021,0.0,25.62,5.49,6.77,10.13,1.79,1.02,5.26,1.69,9.17,13.73,0.92,4.3,0.0,1.95,2.4,3.6,0.19,0.81,1.97,20.75,26.42,17.65,6.98,21.42,4.0,12.56,0.57,11.96,0.71,18.485627530364372
1678,1678,LOGN3_2022,0.0,9.19,4.27,6.49,9.34,1.81,1.08,9.66,1.57,8.12,11.69,3.82,8.22,0.0,1.07,1.63,2.35,0.25,0.75,1.57,23.59,27.87,19.35,19.68,46.45,11.79,10.09,0.6,18.84,0.0,30.34416
1679,1679,LOGN3_2023,0.0,10.72,4.21,6.73,10.4,1.8,1.19,13.69,1.68,8.16,12.62,3.59,9.14,0.06,0.9,1.43,2.22,0.28,0.72,1.42,22.7,26.8,17.34,16.83,39.27,11.07,10.64,0.66,18.84,0.0,42.248145161290324
1691,1691,DTCY3_2019,0.0,3.66,8.52,8.23,5.09,3.42,1.38,4.7,1.73,0.0,0.0,1.39,0.6,0.0,0.07,0.07,0.04,0.16,0.84,0.41,3.08,41.5,67.17,93.42,233.06,37.66,104.08,0.4,1.4,0.0,3.6087719298245613
1692,1692,DTCY3_2020,0.0,246.72,11.38,10.59,47.12,3.47,2.24,11.18,3.07,0.0,0.0,0.03,0.65,0.0,0.13,0.12,0.55,0.2,0.8,0.57,30.06,32.74,7.36,1.41,4.61,0.91,15.37,0.65,4.04,0.0,6.3558125
1693,1693,DTCY3_2021,0.0,17.44,362.24,336.16,17.57,8.78,5.55,21.85,8.09,0.0,0.0,0.43,0.02,0.0,2.57,2.39,0.12,0.02,0.98,0.55,22.43,2.61,49.96,50.31,0.0,31.81,241.13,0.63,8.48,0.0,9.5571875
1694,1694,DTCY3_2022,0.0,204.62,0.0,0.0,60.36,5.7,4.81,48.69,8.19,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.88,23.26,0.0,9.44,2.78,680.0,2.35,77.22,0.84,9.85,0.0,6.375
1695,1695,DTCY3_2023,0.0,73.55,30.27,27.74,169.22,6.39,7.13,37.58,9.54,42.57,259.75,0.06,0.15,0.63,0.0,0.34,2.07,0.24,1.24,0.57,2.55,23.02,3.77,8.68,41.15,9.69,45.96,1.12,9.85,26.48,5.043414634146341
1697,1697,VITT3_2021,0.68,19.26,4.29,13.45,14.44,2.65,2.44,7.02,8.46,14.49,15.56,0.75,3.36,0.0,0.33,1.04,1.12,0.57,0.43,1.95,36.49,19.69,18.34,13.75,22.3,12.66,16.0,0.92,0.0,0.0,10.423086419753087
1698,1698,VITT3_2022,2.81,12.4,3.22,9.44,10.26,2.18,1.94,5.24,6.0,10.29,11.18,1.05,4.04,0.0,0.29,0.85,0.92,0.6,0.39,2.21,38.35,23.15,21.3,17.62,25.97,15.65,18.91,0.89,0.0,0.0,11.61968
1699,1699,VITT3_2023,0.89,14.28,2.47,11.43,13.49,2.05,1.66,4.24,4.45,12.43,14.67,0.75,4.32,0.57,0.22,1.0,1.18,0.67,0.33,2.67,37.83,17.95,15.21,14.38,17.27,11.65,13.41,0.81,0.0,0.0,10.984758064516129
1702,1702,ASAI3_2021,2.81,10.84,6.31,5.42,6.77,0.42,0.76,136.35,1.24,7.13,8.89,1.2,2.05,0.0,1.98,1.7,2.13,0.12,0.88,1.01,17.05,7.68,6.16,3.84,58.21,7.04,21.67,1.83,0.0,0.0,16.096999999999998
1703,1703,ASAI3_2022,0.83,21.53,6.74,6.92,9.22,0.48,0.65,11.74,0.99,8.7,11.59,0.9,2.89,0.0,1.73,1.78,2.37,0.1,0.9,0.86,16.44,6.96,5.23,2.24,31.31,3.0,16.59,1.34,0.0,0.0,16.09812
1704,1704,ASAI3_2023,0.37,19.38,4.23,0.0,5.86,0.3,0.44,5.36,0.65,0.0,8.96,0.7,3.2,0.47,2.24,0.0,3.1,0.1,0.9,0.79,16.45,0.0,5.04,1.53,21.83,2.28,16.55,1.5,0.0,0.0,14.02274193548387
1711,1711,AALR3_2019,0.47,52.01,1.68,8.25,15.06,2.0,0.89,198.69,1.08,10.27,18.75,0.35,10.84,0.0,0.41,2.02,3.69,0.53,0.45,1.03,26.55,24.28,13.3,3.85,3.22,1.72,6.57,0.45,22.24,0.0,16.287676767676768
1712,1712,AALR3_2020,0.79,13.48,1.1,11.93,143.93,1.41,0.52,14.2,0.67,17.06,205.83,0.82,10.06,0.0,0.47,5.13,61.9,0.47,0.52,1.19,17.8,11.85,0.98,10.49,8.18,3.83,1.41,0.37,5.83,0.0,12.649397590361446
1713,1713,AALR3_2021,0.0,314.82,1.51,8.52,20.08,1.56,0.7,17.67,0.86,11.65,27.46,0.05,9.94,0.0,0.55,3.13,7.38,0.46,0.52,0.83,31.33,18.28,7.76,0.49,0.48,0.22,4.41,0.45,3.62,0.0,11.809028340080971
1714,1714,AALR3_2022,0.0,11.22,2.69,29.81,79.76,2.35,0.98,13.16,1.2,39.34,105.23,1.93,8.03,0.0,0.86,9.52,25.48,0.36,0.62,0.71,30.02,7.9,2.95,21.0,23.99,8.71,2.28,0.41,0.13,0.0,19.21952
1715,1715,AALR3_2023,0.0,4.67,1.21,9.58,66.5,1.07,0.45,5.5,0.58,15.47,107.4,2.22,8.58,0.05,0.75,5.89,40.9,0.37,0.62,0.74,30.1,11.13,1.6,22.81,25.92,9.58,0.51,0.42,0.13,0.0,17.890806451612903
1726,1726,ECOR3_2019,0.0,49.1,20.0,6.68,11.45,2.3,0.79,5.42,0.99,11.57,19.82,0.33,0.82,0.0,14.63,4.89,8.37,0.04,0.96,0.58,38.05,34.48,20.13,4.69,40.73,1.61,5.64,0.34,6.12,0.0,11.631919191919192
1727,1727,ECOR3_2020,0.0,17.62,132.96,5.31,8.63,1.87,0.67,9.72,0.8,10.32,16.76,0.76,0.1,0.0,125.34,5.01,8.13,0.01,0.99,0.69,41.08,35.17,21.64,10.6,754.68,3.82,4.31,0.36,7.89,0.0,12.993333333333334
1728,1728,ECOR3_2021,0.0,13.7,2.4,2.26,3.25,1.1,0.31,3.43,0.37,5.69,8.19,0.53,3.05,0.0,3.65,3.43,4.94,0.13,0.86,0.64,39.55,48.56,33.71,8.0,17.55,2.27,10.42,0.28,10.46,0.0,10.641417004048582
1729,1729,ECOR3_2022,0.17,12.61,1.35,1.46,2.01,0.51,0.17,2.51,0.19,6.26,8.59,0.35,3.31,0.0,4.4,4.79,6.58,0.13,0.86,0.63,31.79,34.91,25.45,4.05,10.67,1.36,8.99,0.33,14.6,8.94,6.03208
1730,1730,ECOR3_2023,0.89,11.7,2.38,1.94,2.47,0.81,0.28,6.79,0.33,5.76,7.34,0.8,3.96,0.04,4.68,3.82,4.86,0.12,0.87,0.81,37.28,41.75,32.78,6.92,20.34,2.36,10.51,0.34,14.6,7.38,6.609435483870969
1757,1757,HETA4_2019,0.0,1.34,0.01,6.22,6.22,4.19,0.47,0.12,0.49,0.0,0.0,6.74,750.93,0.0,0.0,438.62,438.62,38.79,39.79,0.01,100.0,67.33,67.33,312.65,0.9,34.8,4.25,0.11,21.42,46.73,6.122622950819673
1758,1758,HETA4_2020,0.0,0.02,0.01,0.02,0.02,2.55,0.34,0.07,0.38,0.0,0.0,337.35,0.0,0.0,0.0,1.89,1.89,47.1,48.1,0.02,100.0,0.0,0.0,0.0,31.0,0.0,74.65,0.13,2.24,0.0,7.493909090909091
1759,1759,HETA4_2021,0.0,9.15,0.01,1.75,1.75,1.55,0.4,0.05,0.43,0.0,0.0,0.87,0.0,0.0,0.0,139.85,139.85,54.54,55.54,0.01,100.0,88.69,88.69,16.93,0.08,4.36,1.01,0.26,0.71,31.99,11.590752212389381
1760,1760,HETA4_2022,0.0,0.01,0.01,0.78,0.78,0.71,0.16,1.56,0.21,0.0,0.0,399.33,688.08,0.0,0.0,118.55,118.55,26.69,27.69,0.69,100.0,91.51,91.51,0.0,58.04,0.0,396.16,0.23,3.27,0.0,5.979195979899497
1761,1761,HETA4_2023,0.0,0.02,0.01,1.89,1.89,0.98,0.25,1.04,0.32,200.56,200.56,405.13,690.16,0.0,0.0,189.7,189.7,27.69,28.69,0.44,100.0,51.79,51.79,0.0,58.7,0.0,385.0,0.26,3.27,0.0,5.378583333333333
1773,1773,CTKA4_2019,0.0,6.44,0.29,1.74,2.31,0.24,0.21,0.72,0.53,12.66,16.74,2.0,43.93,0.0,0.0,11.05,14.61,0.72,1.72,1.95,40.44,13.6,10.29,3.69,4.56,3.26,13.57,0.89,0.27,0.0,8.50172972972973
1774,1774,CTKA4_2020,0.0,1.62,0.68,1.37,1.55,0.34,0.26,1.0,0.64,6.63,7.54,12.97,30.85,0.0,0.0,5.12,5.81,0.38,1.38,1.75,40.29,25.09,22.07,21.18,42.05,15.83,17.69,0.75,7.67,0.0,13.261851851851851
1775,1775,CTKA4_2021,0.0,1.92,0.82,1.37,1.64,0.2,0.18,0.59,0.6,8.62,10.34,9.26,21.59,0.0,0.0,6.78,8.13,0.21,1.21,1.72,40.55,14.65,12.21,10.46,42.91,9.12,15.23,0.87,12.05,0.0,21.389095238095237
1776,1776,CTKA4_2022,0.0,2.93,0.4,1.8,3.36,0.1,0.1,0.42,0.32,18.44,34.44,3.41,24.99,0.0,0.0,15.69,29.3,0.26,1.26,1.57,35.6,5.64,3.02,3.45,13.63,3.51,3.82,1.02,14.61,0.0,10.982234042553191
1777,1777,CTKA4_2023,0.0,2.97,0.92,1.39,1.77,0.18,0.18,0.63,0.58,6.8,8.67,6.19,20.01,0.01,0.0,5.53,7.05,0.2,1.2,1.75,40.51,13.11,10.29,6.12,30.92,6.18,15.47,1.01,14.61,0.0,11.641666666666667
1804,1804,SEDU3_2019,0.0,0.0,14.95,0.0,0.0,3.44,1.53,57.9,57.9,0.0,0.0,1.78,1.59,0.0,4.13,0.0,0.0,0.1,0.9,1.09,48.36,0.0,15.73,25.73,111.71,0.11,0.0,0.44,10.51,0.0,22.804418604651165
1819,1819,OIBR4_2019,0.0,0.81,0.41,1.88,2.46,0.36,0.1,1.19,0.14,5.42,7.1,1.51,2.96,0.0,0.9,4.09,5.36,0.25,0.75,1.52,23.94,19.38,14.79,44.7,50.99,12.52,8.29,0.28,6.55,0.0,15.203535353535354
1820,1820,OIBR4_2020,0.0,1.59,2.17,6.62,9.27,1.81,0.23,1.06,0.42,13.89,19.46,1.77,1.3,0.0,2.84,8.69,12.17,0.1,0.89,1.88,21.68,27.33,19.51,113.42,135.84,14.26,15.72,0.13,19.43,0.0,18.34979919678715
1821,1821,OIBR4_2021,0.0,0.81,11.18,7.25,2.1,0.81,0.11,0.42,0.27,30.02,8.69,1.58,0.11,0.0,0.0,25.64,7.43,0.03,1.01,1.69,4.16,11.11,38.37,99.5,390.55,13.38,19.97,0.13,16.61,0.0,20.81093117408907
1822,1822,OIBR4_2022,0.0,0.17,0.15,0.37,0.18,0.32,0.11,5.31,0.17,2.23,1.11,2.92,3.31,0.0,0.0,2.1,1.05,0.74,1.74,0.94,1.89,86.63,174.2,183.77,88.07,65.06,0.0,0.35,15.11,0.0,10.8596
1823,1823,OIBR4_2023,0.0,0.05,0.04,0.06,0.06,0.11,0.04,0.27,0.05,1.31,1.33,34.24,40.62,0.0,0.0,1.28,1.3,0.9,1.9,0.72,3.74,176.08,173.59,224.73,84.29,76.06,0.0,0.34,15.11,0.0,2.5791532258064516
1835,1835,MTSA4_2019,3.41,11.92,0.89,7.65,12.44,0.74,0.7,1.33,2.39,0.0,0.0,1.97,26.43,0.0,0.21,1.82,2.96,0.78,0.22,3.8,22.22,9.72,5.97,6.23,7.45,5.83,4.07,0.94,4.06,2.01,15.612727272727273
1836,1836,MTSA4_2020,2.37,5.1,1.05,3.71,4.16,0.79,0.82,1.46,3.19,0.0,0.0,6.26,30.53,0.0,0.28,0.99,1.11,0.78,0.22,4.09,30.21,21.38,19.11,15.56,20.5,16.06,14.6,1.03,10.62,28.09,19.111204819277106
1837,1837,MTSA4_2021,5.32,7.29,1.23,4.53,5.08,0.67,0.83,1.73,3.82,0.0,0.0,5.82,34.57,0.0,0.01,0.03,0.04,0.68,0.32,2.58,27.99,14.73,13.13,9.14,16.84,11.37,13.82,1.24,21.69,31.68,34.14489795918367
1838,1838,MTSA4_2022,5.7,4.43,1.06,3.07,3.33,0.51,0.77,1.43,3.6,0.0,0.0,10.44,43.6,0.0,0.11,0.31,0.34,0.72,0.28,3.15,30.33,16.58,15.31,11.49,23.95,17.31,19.12,1.51,27.16,47.5,36.26983263598326
1839,1839,MTSA4_2023,2.6,4.9,0.99,4.22,4.78,0.66,0.76,1.33,3.44,4.22,4.79,9.92,49.09,0.82,0.29,1.24,1.4,0.77,0.23,3.77,29.63,15.74,13.88,13.56,20.2,15.55,15.32,1.15,27.16,46.0,43.88886554621848
1843,1843,GGPS3_2021,1.18,26.5,4.83,0.0,17.38,1.6,1.6,5.52,3.34,0.0,18.08,0.6,3.29,0.0,0.19,0.0,0.7,0.33,0.67,2.27,16.86,0.0,9.21,6.04,18.21,6.05,10.32,1.0,0.0,0.0,16.535872093023258
1844,1844,GGPS3_2022,0.0,15.44,3.08,0.0,8.57,0.87,0.89,2.46,2.1,0.0,9.21,0.77,3.87,0.0,0.23,0.0,0.64,0.29,0.71,2.65,16.55,0.0,10.1,5.6,19.95,5.74,11.45,1.02,0.0,0.0,13.64456
1845,1845,GGPS3_2023,1.37,21.32,4.3,0.0,11.5,1.24,1.31,3.9,3.03,0.0,11.96,0.88,4.39,0.71,0.17,0.0,0.46,0.3,0.69,2.45,17.38,0.0,10.75,5.8,20.15,6.15,13.59,1.06,0.0,0.0,15.341290322580644
1857,1857,BRAP4_2019,3.64,33.04,1.39,0.0,32.06,0.0,1.32,55.48,1.39,0.0,31.25,1.16,27.47,0.0,0.0,0.0,0.05,0.95,0.05,1.76,0.0,0.0,0.0,0.0,4.22,3.99,4.25,0.0,0.0,0.0,8.139444444444443
1858,1858,BRAP4_2020,3.14,15.11,1.97,0.0,15.18,0.0,1.96,58.34,2.04,0.0,14.6,4.22,32.34,0.0,0.01,0.0,0.04,1.0,0.0,11.8,0.0,0.0,0.0,0.0,13.03,12.99,12.98,0.0,0.0,0.0,10.820120481927711
1859,1859,BRAP4_2021,45.09,1.22,1.31,0.0,1.23,0.0,1.3,40.15,1.35,0.0,1.13,20.55,19.09,0.0,0.04,0.0,0.04,0.99,0.01,5.89,0.0,0.0,0.0,0.0,107.68,106.96,106.86,0.0,0.0,66.61,18.806923076923077
1860,1860,BRAP4_2022,11.01,3.13,1.56,0.0,3.2,0.0,1.45,177.48,1.58,0.0,3.05,9.48,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87,22.659119999999998
1861,1861,BRAP4_2023,11.78,4.75,1.26,0.0,4.9,0.0,1.24,21.96,1.33,0.0,4.51,5.4,20.41,0.07,0.06,0.0,0.24,0.99,0.01,5.31,0.0,0.0,0.0,0.0,26.44,26.09,25.51,0.0,0.0,1.84,23.00858870967742
1885,1885,MRFG3_2019,0.0,28.37,10.0,1.34,1.81,0.13,0.2,1.63,0.36,4.34,5.87,0.35,1.0,0.0,22.36,3.0,4.05,0.02,0.94,1.36,13.09,9.45,7.0,0.45,35.26,0.69,13.25,1.54,26.24,0.0,6.039242424242424
1886,1886,MRFG3_2020,0.0,3.13,4.93,1.12,1.31,0.15,0.26,2.27,0.49,2.82,3.32,4.64,2.94,0.0,7.52,1.7,2.0,0.05,0.91,1.33,17.37,13.7,11.64,4.89,157.62,8.36,23.4,1.71,28.12,0.0,9.460923694779117
1887,1887,MRFG3_2021,12.93,3.51,3.9,1.07,1.21,0.18,0.32,6.19,0.54,2.66,3.0,6.28,5.67,0.0,5.76,1.59,1.79,0.08,0.88,1.14,20.14,16.62,14.77,5.08,110.85,9.05,28.34,1.78,35.31,0.0,14.639514170040487
1888,1888,MRFG3_2022,25.83,1.38,1.03,0.46,0.59,0.04,0.04,0.56,0.07,0.46,0.59,6.31,8.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.59,9.58,7.39,3.19,0.0,0.0,0.0,0.0,66.77,0.0,12.81296
1889,1889,MRFG3_2023,0.0,4.18,1.47,1.98,47.3,0.07,0.07,0.94,0.11,9.0,215.52,2.32,6.58,0.03,5.25,7.03,168.23,0.05,0.8,1.22,10.02,3.36,0.14,1.59,35.29,1.61,0.53,1.02,66.77,0.0,7.379798387096774
1901,1901,MGLU3_2019,1.01,84.07,10.24,43.65,60.14,3.9,3.92,16.02,11.15,41.45,57.11,0.57,4.66,0.0,0.52,2.2,3.03,0.38,0.62,1.6,27.93,8.93,6.48,4.64,12.19,4.66,11.79,1.0,15.25,48.29,8.22090909090909
1902,1902,MGLU3_2020,0.48,413.95,22.14,106.18,196.64,5.56,6.58,47.94,20.66,105.38,195.17,0.06,1.13,0.0,0.17,0.8,1.48,0.3,0.7,1.25,25.77,5.23,2.83,1.34,5.35,1.59,8.9,1.18,26.58,0.0,18.032409638554217
1903,1903,MGLU3_2021,0.21,82.5,4.33,37.84,103.54,1.38,1.27,5.27,3.51,39.92,109.22,0.09,1.67,0.0,0.24,2.07,5.67,0.29,0.71,1.61,24.06,3.65,1.33,1.67,5.25,1.54,1.87,0.92,29.98,46.82,18.539230769230766
