,Unnamed: 0,ticker,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5,resultado
4287,4287,AZEV3_2021,0.0,1.4,2.49,1.16,1.19,3.47,0.64,13.51,0.88,1.07,1.1,3.49,1.96,0.0,0.0,0.0,0.0,0.26,0.74,1.2,30.88,298.59,290.91,247.37,177.75,45.37,153.94,0.18,8.87,0.0,4.962591093117409
4288,4288,AZEV3_2022,0.0,1.4,1.15,1.26,0.88,0.29,0.2,2.29,0.3,1.83,1.27,1.04,1.26,0.0,0.57,0.63,0.44,0.18,0.82,0.79,2.68,23.05,33.17,20.8,82.45,14.62,121.7,0.7,43.23,0.0,2.90728
4289,4289,AZEV3_2023,0.0,8.14,2.45,113.88,8.5,0.7,0.57,8.8,0.95,124.65,9.3,0.25,0.83,0.02,0.29,13.71,1.02,0.23,0.77,0.86,11.5,0.61,8.21,8.58,30.05,6.99,43.18,0.82,43.23,0.0,1.9004435483870967
4301,4301,HGTX3_2019,3.11,25.7,3.87,20.85,31.31,3.56,3.05,6.21,9.23,19.72,29.61,1.32,8.8,0.0,0.21,1.13,1.7,0.79,0.21,3.73,43.81,17.08,11.38,13.86,15.05,11.85,11.43,0.86,1.59,7.61,30.289747474747475
4302,4302,HGTX3_2020,2.56,8.14,1.72,16.42,34.38,2.6,1.19,3.51,3.06,15.38,32.21,2.11,9.98,0.0,0.11,1.04,2.17,0.69,0.31,2.25,39.09,15.84,7.56,31.95,21.14,14.65,0.15,0.46,7.54,4.05,17.655702811244982
4303,4303,HGTX3_2021,0.28,101.99,3.57,77.71,707.65,4.18,2.48,7.5,5.59,78.37,713.65,0.37,10.49,1.23,0.03,0.66,5.99,0.69,0.31,2.47,40.58,5.38,0.59,4.1,3.51,2.43,7.32,0.59,7.54,26.63,27.116666666666664
4317,4317,CSMG3_2019,2.54,11.42,1.28,4.9,7.46,1.67,0.75,11.89,0.89,6.49,9.87,5.95,53.2,0.0,0.41,1.58,2.41,0.58,0.42,1.65,41.81,34.1,22.4,14.63,11.19,6.54,8.83,0.45,4.54,18.85,14.834999999999999
4318,4318,CSMG3_2020,50.99,7.64,0.97,3.24,4.87,1.17,0.53,10.12,0.64,4.78,7.19,2.15,16.98,0.0,0.46,1.54,2.32,0.55,0.45,1.44,44.99,36.06,23.96,15.28,12.65,6.94,9.69,0.45,6.86,0.0,12.428112449799196
4319,4319,CSMG3_2021,7.43,8.99,0.71,3.03,5.71,0.82,0.38,7.41,0.48,4.71,8.87,1.41,17.78,0.0,0.4,1.68,3.16,0.53,0.47,1.34,36.46,27.07,14.36,9.12,7.95,4.23,6.79,0.46,7.89,4.37,12.32923076923077
4320,4320,CSMG3_2022,2.45,7.07,0.82,3.01,4.76,0.97,0.45,11.64,0.56,4.53,7.17,2.22,19.08,0.0,0.42,1.52,2.41,0.55,0.45,1.26,37.49,32.1,20.27,13.65,11.63,6.39,9.21,0.47,7.38,8.52,11.73748
4321,4321,CSMG3_2023,14.13,6.03,0.99,3.21,4.71,1.11,0.56,7.78,0.69,4.58,6.74,3.4,20.75,0.06,0.42,1.38,2.03,0.56,0.44,1.58,40.21,34.71,23.61,18.47,16.38,9.22,10.82,0.5,7.38,18.19,16.475322580645162
4333,4333,BMIN4_2019,7.04,43.1,0.78,0.0,37.16,7.33,0.54,1.91,0.8,0.0,0.0,0.46,25.51,0.0,0.0,0.0,0.0,0.7,0.3,8.55,77.36,0.0,19.73,17.01,1.81,1.26,0.0,0.07,5.44,8.61,13.428219178082191
4334,4334,BMIN4_2020,7.04,39.11,0.77,0.0,22.98,8.56,0.46,9.91,0.64,0.0,23.08,0.51,25.93,0.0,0.0,0.0,0.0,0.61,0.39,1.21,81.2,0.0,37.26,21.89,1.96,1.19,0.0,0.05,1.79,9.57,14.782207792207792
4335,4335,BMIN4_2021,11.34,24.58,0.65,0.0,14.18,4.48,0.26,23.79,0.26,0.0,0.0,0.7,26.66,0.0,0.0,0.0,0.0,0.4,0.6,0.0,67.46,0.0,31.59,18.22,2.62,1.05,0.0,0.06,10.02,23.74,16.616609195402297
4336,4336,BMIN4_2022,6.41,6.56,0.48,0.0,4.98,1.54,0.26,94.44,0.26,0.0,0.0,2.02,27.38,0.0,0.0,0.0,0.0,0.53,0.47,0.0,53.4,0.0,31.05,23.54,7.39,3.9,0.0,0.17,16.78,0.0,12.667301587301587
4337,4337,BMIN4_2023,7.35,8.27,0.58,0.0,6.49,2.16,0.31,66.79,0.31,0.0,7.69,1.99,28.39,0.18,0.0,0.0,0.0,0.53,0.47,0.0,59.27,0.0,33.24,26.08,7.0,3.71,0.0,0.14,16.78,0.0,13.124188034188034
4348,4348,EQPA5_2019,2.17,30.37,4.32,13.59,19.21,2.55,1.43,6.2,2.25,0.0,0.0,0.21,1.49,0.0,0.6,1.9,2.68,0.33,0.67,2.74,26.76,18.74,13.25,8.38,14.21,4.71,9.11,0.56,7.01,6.33,5.575714285714286
4349,4349,EQPA5_2020,4.75,16.17,3.44,7.85,9.94,1.98,0.95,4.77,1.6,0.0,0.0,0.33,1.53,0.0,0.52,1.18,1.5,0.28,0.72,1.96,30.26,25.21,19.9,12.23,21.3,5.87,12.17,0.48,7.01,6.67,5.236233766233767
4350,4350,EQPA5_2021,5.92,14.91,4.55,7.6,9.29,1.88,1.26,10.39,2.07,6.91,8.45,0.46,1.52,0.0,0.76,1.28,1.56,0.28,0.72,1.45,28.82,24.77,20.27,12.63,30.52,8.45,18.35,0.67,12.16,23.88,5.599571428571429
4351,4351,EQPA5_2022,5.68,12.15,6.54,7.88,9.37,2.22,1.48,16.25,2.26,0.0,0.0,0.7,1.31,0.0,1.35,1.63,1.93,0.23,0.77,1.36,34.36,28.18,23.71,18.28,53.85,12.17,21.71,0.67,10.57,20.46,6.8225
4352,4352,EQPA5_2023,1.64,9.41,4.46,6.25,7.22,1.99,1.38,12.75,2.1,6.42,7.42,0.96,2.02,0.18,0.8,1.12,1.3,0.31,0.69,1.47,35.11,31.92,27.61,21.18,47.39,14.71,25.26,0.69,10.57,28.02,7.949166666666667
4363,4363,SUZB3_2019,1.12,19.17,3.01,5.07,20.55,2.08,0.55,7.29,0.68,10.17,41.2,2.07,13.2,0.0,3.02,5.1,20.65,0.18,0.82,1.65,20.26,40.94,10.1,10.83,15.68,2.88,1.65,0.27,29.06,0.0,33.4809595959596
4364,4364,SUZB3_2020,0.0,7.43,11.02,5.27,9.44,2.62,0.78,8.14,0.95,9.49,17.0,7.88,5.31,0.0,8.83,4.22,7.56,0.07,0.93,2.2,37.73,49.65,27.72,35.21,148.3,10.54,1.89,0.3,24.4,0.0,40.834297188755016
4365,4365,SUZB3_2021,0.0,9.49,5.43,3.25,4.5,2.0,0.69,3.63,0.96,5.58,7.72,6.34,11.07,0.0,3.88,2.33,3.22,0.13,0.87,2.95,49.68,61.43,44.38,21.06,57.22,7.25,18.97,0.34,32.9,38.51,57.36348178137652
4366,4366,SUZB3_2022,6.49,2.81,1.99,2.24,2.96,1.32,0.49,2.9,0.68,4.2,5.54,17.18,24.29,0.0,1.74,1.96,2.59,0.25,0.75,2.56,50.19,58.93,44.6,46.92,70.72,17.55,15.74,0.37,36.49,66.86,49.27816000000001
4367,4367,SUZB3_2023,0.0,4.32,1.76,3.1,4.5,1.68,0.52,2.99,0.71,5.54,8.05,12.86,31.54,0.66,1.39,2.44,3.55,0.29,0.7,2.82,42.65,54.38,37.39,38.93,40.79,12.03,9.58,0.31,36.49,56.62,47.28653225806451
4372,4372,ELMD3_2021,0.0,121.22,1.81,17.1,152.69,3.35,0.85,3.52,1.57,17.45,155.79,0.08,5.52,0.0,0.04,0.35,3.11,0.47,0.53,2.14,31.14,19.58,2.19,2.76,1.5,0.7,0.31,0.26,0.0,0.0,17.002431192660552
4373,4373,ELMD3_2022,0.0,44.49,1.8,5.69,10.65,1.79,0.7,9.93,0.87,7.77,14.56,0.23,5.67,0.0,0.66,2.08,3.9,0.39,0.54,0.74,40.41,31.46,16.8,4.02,4.06,1.56,7.79,0.39,37.68,0.0,12.30064
4374,4374,ELMD3_2023,0.0,37.64,2.74,6.85,12.04,2.5,0.93,77.51,1.28,8.65,15.21,0.42,5.72,0.05,0.72,1.8,3.17,0.34,0.58,1.05,45.4,36.55,20.78,6.65,7.28,2.48,8.73,0.37,37.68,0.0,14.77116935483871
4378,4378,LAVV3_2020,0.0,21.09,1.62,0.0,16.6,5.49,1.16,1.78,6.68,0.0,9.34,0.44,5.67,0.0,0.71,0.0,7.26,0.72,0.23,4.77,41.67,0.0,33.06,26.01,7.68,5.52,8.2,0.21,0.0,0.0,6.149753086419753
4379,4379,LAVV3_2021,13.1,6.08,0.92,0.0,6.12,1.77,0.62,1.38,1.77,0.0,3.49,0.85,5.66,0.0,0.39,0.0,2.63,0.67,0.29,3.17,41.64,0.0,28.98,29.17,15.09,10.15,12.75,0.35,0.0,0.0,5.571457489878543
4380,4380,LAVV3_2022,10.81,8.28,0.81,0.0,11.0,1.71,0.49,0.8,2.31,0.0,6.56,0.58,5.87,0.0,0.33,0.0,4.44,0.61,0.35,4.53,33.55,0.0,15.58,20.69,9.81,5.96,4.86,0.29,122.69,0.0,4.614439999999999
4381,4381,LAVV3_2023,7.49,10.0,1.39,0.0,11.01,2.21,0.8,1.58,2.81,0.0,9.07,0.88,6.32,0.16,0.25,0.0,1.94,0.57,0.39,3.44,32.98,0.0,20.09,22.11,13.94,8.0,8.71,0.36,122.69,0.0,6.4400403225806455
4392,4392,LIPR3_2019,0.37,370.95,5.02,153.89,153.49,0.0,3.81,12.63,6.25,138.73,138.37,0.2,14.99,0.0,0.49,0.0,15.12,0.76,0.24,4.36,0.0,0.0,0.0,0.0,1.35,1.03,3.97,0.0,0.0,0.0,61.424731182795696
4393,4393,LIPR3_2020,0.0,20.54,4.56,21.84,21.84,0.0,3.74,13.43,6.41,19.66,19.66,3.85,17.31,0.0,0.45,0.0,2.18,0.82,0.18,3.01,0.0,0.0,0.0,0.0,22.22,18.22,20.89,0.0,0.0,53.51,70.66041666666666
4394,4394,LIPR3_2021,2.74,39.39,4.08,41.92,41.92,0.0,3.46,17.32,5.04,38.22,38.22,1.87,18.08,0.0,0.36,0.0,3.71,0.85,0.15,2.89,0.0,0.0,0.0,0.0,10.37,8.78,9.71,0.0,0.0,9.09,64.67870588235294
4395,4395,LIPR3_2022,2.6,30.33,3.74,34.72,34.72,0.0,3.15,19.45,4.4,32.04,32.04,2.31,18.7,0.0,0.29,0.0,2.68,0.84,0.16,2.31,0.0,0.0,0.0,0.0,12.34,10.38,10.46,0.0,0.0,7.09,63.659134615384616
4396,4396,LIPR3_2023,3.29,36.89,3.93,0.0,42.31,0.0,3.72,13.39,5.41,0.0,39.28,1.95,18.34,2.58,0.28,0.0,3.03,0.95,0.05,9.02,0.0,0.0,0.0,0.0,10.64,10.09,8.99,0.0,0.0,10.15,69.72367346938776
4407,4407,CESP5_2019,5.7,9.01,1.47,12.14,21.68,6.67,0.81,91.19,0.88,13.47,24.04,3.55,21.82,0.0,0.15,1.28,2.28,0.55,0.45,1.07,30.5,54.93,30.77,74.02,16.28,8.99,6.08,0.12,20.2,15.73,24.51707692307692
4408,4408,CESP5_2020,10.32,6.75,1.62,9.64,14.35,6.08,0.8,170.89,0.87,8.65,12.89,5.28,22.0,0.0,0.15,0.92,1.37,0.5,0.5,1.06,37.95,63.11,42.39,90.17,23.99,11.88,7.3,0.13,8.26,0.0,30.233030303030304
4409,4409,CESP5_2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,6.51,1.35,23.16,0.0,0.2,0.86,1.13,0.53,0.47,0.94,57.01,75.92,57.55,19.23,5.81,3.06,11.01,0.16,6.56,4.67,36.650733944954126
4410,4410,CESP5_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,30.97,0.0,0.12,0.89,1.26,0.62,0.38,1.09,33.55,61.19,43.12,108.48,24.13,15.05,9.59,0.14,8.84,0.0,26.36258064516129
4422,4422,BPAC11_2019,1.85,17.84,3.14,15.59,13.76,6.01,0.38,3.58,1.53,15.59,13.76,4.27,24.25,0.0,0.0,0.0,0.0,0.12,0.88,1.16,31.18,38.56,43.67,33.69,17.59,2.13,0.0,0.06,0.86,12.13,12.52080808080808
4423,4423,BPAC11_2020,1.29,25.91,3.19,47.45,83.41,6.44,0.34,9.01,1.15,47.45,83.41,3.63,29.51,0.0,0.0,0.0,0.0,0.11,0.89,0.92,7.36,13.57,7.72,24.86,12.29,1.3,0.0,0.05,2.49,34.81,16.173775100401606
4424,4424,BPAC11_2021,4.1,9.26,2.15,9.01,8.77,4.8,0.25,5.6,3.45,9.01,8.77,2.27,9.75,0.0,0.0,0.0,0.0,0.12,0.88,1.1,33.71,53.23,54.68,51.82,23.27,2.73,0.0,0.05,5.25,12.94,24.64323886639676
4425,4425,BPAC11_2022,2.74,11.71,2.17,10.34,9.48,1.85,0.25,8.84,2.87,10.34,9.48,2.04,11.05,0.0,0.0,0.0,0.0,0.11,0.89,1.03,17.34,17.89,19.52,15.8,18.51,2.12,0.0,0.13,46.0,30.57,23.33072
4426,4426,BPAC11_2023,2.07,16.32,3.02,15.27,14.04,3.25,0.34,23.42,3.47,15.27,14.04,2.31,12.46,0.69,0.0,0.0,0.0,0.11,0.89,1.02,19.88,21.26,23.13,19.91,18.51,2.07,0.0,0.1,46.0,33.74,27.54733870967742
4453,4453,ELEK4_2019,2.06,9.47,2.39,7.98,10.68,0.55,1.08,3.94,2.49,9.75,13.04,1.87,7.4,0.0,0.5,1.66,2.21,0.45,0.55,1.93,12.13,6.94,5.19,5.85,25.24,11.4,13.27,1.95,1.48,0.0,15.02081081081081
4454,4454,ELEK4_2020,0.17,47.34,5.15,26.27,42.48,1.2,2.07,7.26,5.02,23.97,38.76,0.78,7.19,0.68,0.7,3.56,5.75,0.4,0.6,1.94,11.39,4.56,2.82,2.53,10.87,4.36,4.38,1.72,1.48,0.0,20.16125
4469,4469,NAFG3_2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,23.3,0.0,0.48,0.91,1.17,0.42,0.58,2.52,41.15,21.22,16.49,9.34,23.42,9.77,15.89,1.05,7.87,35.19,64.39
4470,4470,NAFG3_2020,0.0,11.8,2.76,5.19,6.68,1.1,1.15,3.2,2.87,3.93,5.06,5.46,23.3,1.14,0.48,0.91,1.17,0.42,0.58,2.52,41.15,21.22,16.49,9.34,23.42,9.77,15.89,1.05,7.87,33.76,66.79333333333334
4484,4484,ENGI4_2019,2.13,40.45,3.23,5.26,7.86,0.93,0.47,7.93,0.63,9.68,14.46,0.25,3.14,0.0,2.53,4.13,6.16,0.14,0.84,1.31,16.34,17.58,11.77,2.29,7.99,1.16,8.0,0.51,19.08,10.18,6.614444444444445
4485,4485,ENGI4_2020,1.41,10.5,2.32,3.84,5.71,0.76,0.34,12.93,0.48,8.25,12.28,0.81,3.66,0.0,2.13,3.53,5.25,0.15,0.84,1.1,17.99,19.77,13.29,7.23,22.09,3.22,7.85,0.45,10.79,35.22,6.937670682730924
4486,4486,ENGI4_2021,10.3,5.37,1.65,2.35,3.01,0.53,0.25,4.95,0.35,5.64,7.21,1.43,4.65,0.0,2.15,2.92,3.73,0.15,0.82,1.27,21.52,22.35,17.47,9.79,32.24,4.73,11.99,0.48,17.52,75.71,6.095668016194333
4487,4487,ENGI4_2022,3.11,7.11,1.38,2.17,2.66,0.57,0.25,10.13,0.34,5.79,7.08,1.05,5.4,0.0,2.04,3.21,3.93,0.18,0.79,1.11,27.13,26.4,21.59,8.06,19.38,3.58,12.31,0.44,14.21,30.76,6.86896
4488,4488,ENGI4_2023,3.36,10.77,1.51,2.52,3.17,0.67,0.28,48.5,0.36,6.57,8.26,0.83,5.91,0.43,2.11,3.53,4.44,0.18,0.77,0.98,27.18,26.6,21.15,6.23,14.02,2.59,11.08,0.42,14.21,24.77,7.505645161290323
4493,4493,LWSA3_2020,0.16,513.19,15.03,100.52,229.27,20.75,6.98,28.39,15.71,97.83,223.12,0.16,5.35,0.0,0.4,2.69,6.14,0.46,0.54,1.79,42.06,20.64,9.05,4.04,2.93,1.36,4.13,0.34,0.0,0.0,10.980446428571428
4494,4494,LWSA3_2021,0.0,492.66,2.64,80.94,909.71,9.7,1.7,5.3,3.19,65.5,736.16,0.03,4.98,0.0,0.5,15.44,173.55,0.64,0.36,3.12,45.55,11.98,1.07,1.97,0.54,0.34,0.65,0.17,23.75,0.0,23.332064777327936
4495,4495,LWSA3_2022,0.0,137.36,1.4,27.45,85.65,3.65,0.88,3.85,1.64,18.4,57.42,0.05,5.02,0.0,0.46,9.05,28.23,0.63,0.37,1.97,45.17,13.31,4.27,2.66,1.02,0.64,0.51,0.24,31.17,24.64,8.33916
4496,4496,LWSA3_2023,0.87,404.31,1.23,18.95,48.91,2.87,0.8,6.1,1.38,13.46,34.75,0.01,4.9,1.1,0.35,5.49,14.17,0.65,0.35,1.45,45.45,15.12,5.86,0.71,0.3,0.2,2.34,0.28,31.17,0.0,6.510645161290323
4511,4511,CALI3_2022,52.3,4.39,1.3,1.71,1.74,0.21,0.14,0.67,0.28,0.0,0.0,1.88,6.36,0.0,3.06,4.02,4.1,0.1,0.9,1.65,23.54,12.04,11.81,4.69,29.6,3.08,13.16,0.66,65.29,8.74,7.956707317073171
4512,4512,CALI3_2023,2.23,5.29,2.32,3.48,3.53,0.47,0.37,3.26,0.51,5.27,5.35,3.78,8.63,0.03,1.19,1.79,1.82,0.16,0.84,1.69,25.75,13.61,13.41,8.96,43.82,6.98,20.66,0.78,65.29,25.04,12.407301587301587
4523,4523,ELET6_2019,3.63,4.84,0.73,4.17,6.12,1.87,0.29,3.43,0.38,6.96,10.22,7.91,52.42,0.0,0.5,2.83,4.16,0.4,0.6,1.59,75.55,44.73,30.48,38.58,15.09,6.03,6.11,0.16,1.65,0.0,31.248686868686868
4524,4524,ELET6_2020,4.83,9.16,0.79,6.58,6.73,2.0,0.32,3.09,0.43,9.96,10.18,4.04,46.83,0.0,0.41,3.42,3.5,0.41,0.59,1.71,72.63,30.32,29.66,21.8,8.63,3.54,6.62,0.16,2.25,0.0,27.992208835341366
4525,4525,ELET6_2021,7.99,9.17,0.68,4.19,4.14,1.5,0.28,3.27,0.35,6.38,6.31,3.6,48.52,0.0,0.35,2.15,2.12,0.4,0.59,1.66,72.05,35.67,36.1,16.31,7.42,3.0,5.97,0.18,10.51,10.51,33.83991902834008
4526,4526,ELET6_2022,3.73,27.37,0.9,11.02,12.88,2.92,0.37,4.29,0.45,14.52,16.98,1.58,48.02,0.0,0.31,3.75,4.38,0.41,0.59,1.88,53.46,26.5,22.66,10.67,3.29,1.35,4.11,0.13,2.97,0.0,40.47432
4527,4527,ELET6_2023,3.18,33.85,0.96,7.15,7.84,3.08,0.39,4.0,0.5,9.13,10.0,1.39,49.03,1.07,0.35,2.58,2.83,0.41,0.59,1.88,49.99,43.0,39.25,9.09,2.83,1.16,7.24,0.13,2.97,0.0,39.956411290322585
4538,4538,TASA4_2019,0.0,11.76,1.68,4.12,4.83,0.51,0.48,7.92,1.37,9.56,11.2,0.51,3.57,0.0,0.0,5.77,6.76,0.29,1.29,1.1,34.08,12.39,10.57,4.34,14.26,4.07,18.68,0.94,11.06,0.0,3.2143434343434345
4539,4539,TASA4_2020,0.0,5.24,32.66,2.93,3.18,0.78,0.95,3.88,2.61,4.39,4.77,2.96,0.47,0.0,15.97,1.43,1.55,0.03,0.97,1.62,42.6,26.6,24.49,14.87,623.63,18.05,45.22,1.21,16.57,0.0,5.990883534136546
4540,4540,TASA4_2021,0.0,4.55,3.81,2.89,2.97,1.05,1.38,8.59,4.53,3.32,3.41,5.42,6.46,0.0,0.58,0.44,0.45,0.36,0.64,1.3,48.09,36.51,35.53,23.17,83.89,30.33,48.93,1.31,26.98,0.0,19.553036437246966
4541,4541,TASA4_2022,12.17,3.25,1.65,2.13,2.22,0.67,0.74,3.61,2.09,2.36,2.45,4.11,8.09,0.0,0.18,0.23,0.24,0.45,0.55,1.47,45.69,31.21,29.95,20.47,50.77,22.84,34.88,1.12,29.58,0.0,17.00628
4542,4542,TASA4_2023,9.18,8.32,1.74,5.03,5.55,0.98,0.89,3.95,2.15,5.94,6.56,1.83,8.75,0.13,0.33,0.94,1.04,0.51,0.49,1.62,38.11,19.52,17.69,11.8,20.87,10.66,14.49,0.9,29.58,0.0,14.640161290322581
4546,4546,SOMA3_2020,0.0,91.64,4.1,0.0,75.37,5.14,2.77,6.28,8.16,0.0,72.02,0.15,3.27,0.0,0.18,0.0,3.35,0.68,0.32,3.03,60.87,0.0,6.82,5.61,4.47,3.03,10.25,0.54,0.0,0.0,11.046346153846153
4547,4547,SOMA3_2021,0.0,33.32,1.4,0.0,50.02,3.58,1.0,6.51,1.39,0.0,54.21,0.38,9.11,0.0,0.12,0.0,4.19,0.71,0.29,2.21,57.97,0.0,7.15,10.74,4.2,3.0,0.97,0.28,0.0,0.0,15.052995951417005
4548,4548,SOMA3_2022,0.89,23.74,1.07,0.0,17.81,1.63,0.75,4.94,1.09,0.0,19.75,0.43,9.44,0.0,0.12,0.0,1.94,0.7,0.3,1.93,56.67,0.0,9.17,6.88,4.53,3.15,4.59,0.46,36.69,33.25,11.900799999999998
4549,4549,SOMA3_2023,1.36,19.13,0.77,0.0,13.8,1.12,0.54,4.02,0.79,0.0,16.52,0.39,9.73,28.82,0.15,0.0,2.72,0.71,0.29,1.76,56.57,0.0,8.12,5.86,4.0,2.84,3.69,0.49,36.69,30.81,8.643185483870967
4552,4552,RDOR3_2020,0.0,316.57,9.96,54.64,82.82,9.67,2.97,7.3,5.84,57.95,87.84,0.22,6.86,0.0,0.6,3.31,5.02,0.3,0.69,5.81,18.3,17.69,11.67,3.05,3.15,0.94,4.25,0.31,0.0,0.0,65.31
4553,4553,RDOR3_2021,3.26,57.21,6.63,18.4,24.57,4.42,1.72,5.38,2.95,21.48,28.68,0.78,6.76,0.0,1.11,3.08,4.11,0.26,0.72,4.25,23.6,24.03,18.0,7.73,11.6,3.0,7.83,0.39,0.0,0.0,63.98080971659919
4554,4554,RDOR3_2022,1.37,56.67,3.1,12.77,17.37,2.95,0.73,2.72,1.33,13.25,18.02,0.52,9.53,0.0,0.12,0.48,0.65,0.24,0.75,2.49,22.63,23.07,16.96,5.2,5.48,1.29,6.85,0.25,0.0,0.0,35.68912
4555,4555,RDOR3_2023,1.28,38.59,2.89,10.81,15.38,1.62,0.69,2.34,1.29,11.15,15.86,0.75,9.95,1.58,0.09,0.34,0.48,0.24,0.75,2.7,17.33,15.02,10.55,4.21,7.49,1.78,6.86,0.42,0.0,0.0,27.209717741935485
4566,4566,BRKM6_2019,2.53,6.84,3.92,5.35,338.17,0.37,0.28,2.67,0.43,12.67,800.91,3.51,6.13,0.0,4.25,5.8,366.81,0.07,0.94,1.44,12.7,6.83,0.11,5.35,57.27,4.11,5.91,0.77,3.0,0.0,23.427777777777777
4567,4567,BRKM6_2020,0.0,2.15,6.54,3.63,200.49,0.25,0.17,2.48,0.28,11.06,611.46,8.39,2.76,0.0,0.0,6.14,339.73,0.03,1.04,1.2,19.15,6.79,0.12,11.43,303.85,7.77,7.2,0.68,4.54,0.0,21.14675
4568,4568,BRKM6_2021,1.78,1.94,3.45,0.9,1.04,0.26,0.29,1.92,0.51,2.26,2.63,17.54,9.87,0.0,2.91,0.76,0.88,0.08,0.93,1.56,30.35,28.61,24.66,13.24,177.79,15.11,53.45,1.14,17.25,0.0,28.15575
4569,4569,BRKM6_2022,0.0,60.56,2.78,2.26,4.76,0.21,0.23,1.98,0.38,4.49,9.47,0.42,9.18,0.0,2.84,2.31,4.88,0.08,0.93,1.42,11.77,9.33,4.43,0.35,4.58,0.38,8.16,1.1,14.4,0.0,25.38824561403509
4570,4570,BRKM6_2023,0.0,2.62,2.46,7.52,3.43,0.17,0.13,0.94,0.23,25.06,11.42,5.91,6.3,0.01,4.75,14.51,6.61,0.05,0.95,1.54,2.65,2.26,4.95,6.47,93.87,5.12,11.04,0.79,14.4,0.0,17.937901234567903
4582,4582,SULA3_2019,0.86,24.78,4.1,27.63,31.14,1.35,1.03,2.96,3.6,7.92,8.93,1.0,6.04,0.0,2.13,14.35,16.18,0.25,0.75,1.95,12.83,4.88,4.33,5.44,16.55,4.16,6.37,0.76,9.98,16.31,15.831818181818182
4583,4583,SULA3_2020,3.47,9.08,2.63,8.03,21.79,1.11,0.77,2.02,2.4,0.98,2.66,1.95,6.73,0.0,1.88,5.73,15.54,0.29,0.71,2.26,13.59,13.82,5.09,12.22,28.98,8.42,6.95,0.69,4.99,26.17,17.572449799196786
4584,4584,SULA3_2021,1.35,36.3,1.48,90.51,43.1,0.59,0.42,1.11,1.29,19.88,9.47,0.26,6.37,0.0,1.76,107.65,51.26,0.28,0.72,2.24,6.37,0.66,1.38,1.63,4.09,1.14,5.38,0.7,4.58,13.71,11.339068825910932
4585,4585,SULA3_2022,0.27,52.32,1.13,16.59,12.95,0.43,0.31,0.85,0.91,8.38,6.54,0.14,6.55,0.95,1.71,24.94,19.47,0.28,0.72,2.29,4.25,2.61,3.34,0.83,2.17,0.6,8.72,0.73,4.58,23.56,8.536016260162603
4597,4597,BBDC3_2019,5.48,13.07,2.05,15.19,20.53,2.21,0.24,2.95,0.48,15.66,21.16,2.61,16.58,0.0,0.0,0.0,0.0,0.1,0.9,0.16,52.84,14.55,10.76,16.91,15.56,1.53,0.0,0.09,4.51,6.54,18.792171717171716
4598,4598,BBDC3_2020,2.66,13.39,1.49,0.0,52.67,2.18,0.16,1.24,0.18,0.0,55.87,1.81,16.2,0.0,0.0,0.0,0.0,0.11,1.06,5.75,50.65,0.0,4.14,16.29,11.01,1.17,0.0,0.07,3.0,2.43,14.530562248995984
4599,4599,BBDC3_2021,5.76,6.73,1.05,0.0,4.79,1.25,0.09,2.75,0.1,0.0,5.24,2.41,15.41,0.0,0.0,0.0,0.0,0.11,1.07,5.0,56.06,0.0,26.19,18.64,15.61,1.65,0.0,0.09,5.09,5.49,15.524331983805668
4600,4600,BBDC3_2022,2.86,6.77,0.9,0.0,5.93,0.7,0.08,1.27,0.09,0.0,6.3,1.99,14.97,0.0,0.0,0.0,0.0,0.09,0.91,8.86,36.23,0.0,11.76,10.3,13.41,1.18,0.0,0.11,8.37,4.42,13.787600000000001
4601,4601,BBDC3_2023,10.1,11.74,0.98,0.0,18.39,0.73,0.09,0.71,0.1,0.0,19.48,1.3,15.62,0.28,0.0,0.0,0.0,0.09,0.91,11.4,30.94,0.0,3.95,6.18,8.33,0.73,0.0,0.12,8.37,4.12,12.57508064516129
4613,4613,EALT4_2019,2.13,8.75,0.91,3.96,5.44,0.49,0.4,14.15,0.62,8.02,11.03,0.75,7.23,0.0,0.48,2.11,2.91,0.44,0.56,1.09,21.62,12.45,9.05,5.63,10.35,4.57,9.77,0.81,11.8,20.01,3.7512626262626263
4614,4614,EALT4_2020,1.18,4.55,0.62,2.68,3.58,0.46,0.28,4.04,0.45,6.05,8.09,1.12,8.16,0.0,0.37,1.61,2.15,0.44,0.56,1.21,25.31,16.99,12.72,10.03,13.75,6.05,9.67,0.6,11.42,190.5,3.9132128514056226
