,Unnamed: 0,ticker,dy,p_l,p_vp,p_ebita,p_ebit,p_sr,p_ativo,p_capitlgiro,p_ativocirculante,ev_ebitda,ev_ebit,lpa,vpa,peg_Ratio,dividaliquida_patrimonioliquido,dividaliquida_ebitda,dividaliquida_ebit,patrimonio_ativo,passivo_ativo,liquidezcorrente,margembruta,margemebitda,margemebit,margemliquida,roe,roa,roic,giro_ativos,receitas_cagr5,lucros_cagr5,resultado
2278,2278,SRNA3_2023,0.0,122.89,1.25,5.02,7.73,2.29,0.35,2.72,0.4,11.87,18.28,0.08,8.16,0.0,1.71,6.85,10.54,0.28,0.72,0.48,32.08,45.53,29.57,1.86,1.02,0.29,5.17,0.15,0.0,0.0,9.596532258064517
2279,2279,OIBR3_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.2,2.18,0.4,0.6,1.13,47.21,6.7,9.86,9.35,10.31,4.16,9.86,0.44,0.0,0.0,
2280,2280,OIBR3_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.13,0.42,0.58,1.27,53.89,34.26,23.96,19.2,17.39,7.33,13.06,0.38,0.0,0.0,
2281,2281,OIBR3_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,17.56,0.0,0.1,0.39,0.65,0.33,0.67,1.42,50.39,28.25,16.95,10.88,9.5,3.18,5.76,0.29,0.0,0.0,
2282,2282,OIBR3_2012,16.69,9.22,1.48,2.06,3.46,0.65,0.24,4.07,0.34,5.26,8.82,0.99,6.18,0.12,2.34,3.32,5.57,0.16,0.84,1.24,49.65,31.71,18.91,7.09,15.77,2.58,8.96,0.36,0.0,0.0,
2283,2283,OIBR3_2013,22.59,4.35,0.56,0.68,1.23,0.23,0.09,3.02,0.12,4.12,7.45,0.83,6.41,0.27,2.86,3.44,6.23,0.16,0.84,1.15,46.31,33.65,18.6,5.25,12.96,2.13,10.06,0.41,0.0,0.0,
2284,2284,OIBR3_2014,0.0,3.73,0.92,2.84,2.9,0.58,0.16,2.44,0.31,8.46,8.64,2.45,9.91,0.01,1.87,5.73,5.86,0.17,0.81,1.16,46.08,20.52,20.09,15.6,24.76,4.29,8.26,0.27,20.93,0.0,
2285,2285,OIBR3_2015,0.0,0.4,0.11,0.6,0.88,0.08,0.02,0.16,0.03,13.16,19.14,6.02,22.38,0.02,2.25,12.63,18.38,0.19,0.8,1.49,42.74,12.49,8.59,18.89,26.91,5.02,2.19,0.27,21.66,0.0,
2286,2286,OIBR3_2016,0.0,0.27,0.19,0.53,1.56,0.08,0.03,0.06,0.04,11.06,32.54,9.72,14.13,0.0,3.7,10.55,31.02,0.14,0.85,0.61,38.39,15.74,5.35,30.88,68.82,9.36,6.25,0.3,22.97,0.0,
2287,2287,OIBR3_2017,0.0,0.47,0.22,1.09,1.27,0.13,0.04,0.07,0.07,18.41,21.43,7.71,16.72,0.02,0.0,17.33,20.17,0.2,1.2,0.35,37.01,11.55,9.92,26.76,46.1,9.27,8.44,0.35,1.12,0.0,
2288,2288,OIBR3_2018,0.0,0.04,0.05,0.0,0.2,0.05,0.02,0.1,0.02,0.0,2.45,29.78,27.43,0.0,0.52,0.0,2.25,0.35,0.65,1.99,29.35,0.0,23.88,111.47,108.56,37.58,21.71,0.34,4.94,75.12,
2289,2289,OIBR3_2019,0.0,0.57,0.29,1.31,1.72,0.25,0.07,0.83,0.1,5.42,7.1,1.51,2.96,0.0,0.9,4.09,5.36,0.25,0.75,1.52,23.94,19.38,14.79,44.7,50.99,12.52,8.29,0.28,6.55,0.0,12.783333333333333
2290,2290,OIBR3_2020,0.0,1.24,1.69,5.16,7.23,1.41,0.18,0.83,0.33,13.89,19.46,1.77,1.3,0.0,2.84,8.69,12.17,0.1,0.89,1.88,21.68,27.33,19.51,113.42,135.84,14.26,15.72,0.13,19.43,0.0,12.82730923694779
2291,2291,OIBR3_2021,0.0,0.48,6.64,4.3,1.25,0.48,0.06,0.25,0.16,30.02,8.69,1.58,0.11,0.0,0.0,25.64,7.43,0.03,1.01,1.69,4.16,11.11,38.37,99.5,390.55,13.38,19.97,0.13,16.61,0.0,14.46923076923077
2292,2292,OIBR3_2022,0.0,0.06,0.05,0.12,0.06,0.11,0.04,1.77,0.06,2.23,1.11,2.92,3.31,0.0,0.0,2.1,1.05,0.74,1.74,0.94,1.89,86.63,174.2,183.77,88.07,65.06,0.0,0.35,15.11,0.0,5.7844
2293,2293,OIBR3_2023,0.0,0.02,0.02,0.02,0.02,0.04,0.01,0.11,0.02,1.31,1.33,34.24,40.62,0.0,0.0,1.28,1.3,0.9,1.9,0.72,3.74,176.08,173.59,224.73,84.29,76.06,0.0,0.34,15.11,0.0,1.0271370967741935
2294,2294,LOGG3_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,346.35,0.23,0.76,0.29,75.76,0.0,11.13,23.48,0.62,0.14,0.16,0.01,0.0,0.0,
2295,2295,LOGG3_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,85.19,0.54,0.46,1.0,79.04,0.0,7.35,91.12,1.54,0.82,0.41,0.01,0.0,0.0,
2296,2296,LOGG3_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,47.62,0.4,0.6,0.0,75.99,0.0,35.82,31.05,1.97,0.79,0.92,0.03,0.0,0.0,
2297,2297,LOGG3_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,15.66,0.45,0.54,0.5,56.49,0.0,44.06,34.64,4.18,1.9,2.37,0.05,0.0,0.0,
2298,2298,LOGG3_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,8.48,0.0,0.66,0.0,3.35,0.55,0.45,0.48,100.0,0.0,420.32,400.44,18.72,10.36,10.85,0.03,0.0,0.0,
2299,2299,LOGG3_2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8.7,0.0,0.63,0.0,21.37,0.58,0.42,0.29,100.0,0.0,47.73,18.51,1.15,0.67,1.14,0.04,116.0,105.96,
2300,2300,LOGG3_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,8.72,0.0,0.53,0.0,17.42,0.62,0.38,0.51,100.0,0.0,56.27,36.84,2.01,1.24,0.78,0.03,68.1,40.25,
2301,2301,LOGG3_2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,29.24,0.0,0.46,0.0,12.89,0.66,0.34,0.89,100.0,0.0,72.28,37.6,1.85,1.22,1.99,0.03,29.18,34.22,
2302,2302,LOGG3_2018,0.0,28.62,0.58,0.0,14.92,11.87,0.39,28.29,0.41,0.0,24.38,0.63,31.09,1.76,0.37,0.0,9.47,0.67,0.33,1.29,100.0,0.0,79.6,41.48,2.03,1.35,2.61,0.03,3.27,7.06,
2303,2303,LOGG3_2019,0.43,26.55,0.81,13.11,13.29,18.71,0.6,3.23,0.77,15.21,15.42,1.22,39.83,0.0,0.13,2.09,2.12,0.74,0.26,6.69,98.31,142.65,140.72,70.45,3.07,2.26,3.42,0.03,13.5,19.82,19.826161616161617
2304,2304,LOGG3_2020,0.62,24.97,1.14,13.82,13.94,24.69,0.83,7.72,1.02,15.19,15.32,1.37,29.95,0.0,0.11,1.37,1.38,0.73,0.27,2.37,98.8,178.66,177.16,98.89,4.57,3.32,4.06,0.03,8.78,52.09,26.72184738955823
2305,2305,LOGG3_2021,1.29,7.0,0.78,6.16,6.25,17.3,0.5,9.8,0.59,8.68,8.81,3.61,32.42,0.0,0.32,2.53,2.56,0.64,0.35,1.52,98.55,280.99,276.97,247.01,11.14,7.15,8.17,0.03,9.07,59.58,25.738461538461536
2306,2306,LOGG3_2022,5.38,4.27,0.46,3.27,3.31,7.58,0.27,9.77,0.3,6.2,6.27,3.78,35.09,0.0,0.41,2.93,2.96,0.58,0.4,1.35,98.6,231.77,229.35,177.72,10.77,6.28,9.1,0.04,16.9,59.49,21.25184
2307,2307,LOGG3_2023,4.03,14.29,0.63,7.8,7.95,9.89,0.38,3.84,0.46,12.51,12.75,1.6,36.13,0.23,0.38,4.72,4.81,0.61,0.39,2.52,98.51,126.83,124.48,69.23,4.42,2.68,5.19,0.04,16.9,34.23,18.83584677419355
2308,2308,MMAQ4_2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.32,0.67,0.33,2.57,8.11,0.0,8.4,6.61,22.0,14.81,14.89,2.24,0.0,0.0,
2309,2309,MMAQ4_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,1.6,0.56,0.44,1.83,4.3,0.0,5.75,4.05,14.8,8.34,9.53,2.06,0.0,0.0,
2310,2310,MMAQ4_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.39,0.37,0.63,1.39,5.15,0.0,5.85,3.88,15.3,5.69,10.04,1.46,0.0,0.0,
2311,2311,MMAQ4_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1.66,0.39,0.61,1.45,2.91,0.0,5.62,3.89,18.71,7.33,11.39,1.88,0.0,0.0,
2312,2312,MMAQ4_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,2.22,0.55,0.45,1.86,3.48,0.0,3.68,2.58,11.23,6.12,7.06,2.37,0.0,0.0,
2313,2313,MMAQ4_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.47,0.57,0.43,1.98,7.87,0.0,4.88,3.24,11.16,6.32,8.69,1.95,14.92,0.36,
2314,2314,MMAQ4_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,1.0,0.73,0.27,3.07,10.52,0.0,7.95,6.25,17.16,12.48,12.85,2.0,8.28,18.11,
2315,2315,MMAQ4_2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,8.26,0.67,0.33,2.56,9.85,0.0,2.86,4.19,8.25,5.5,1.8,1.31,1.55,0.03,
2316,2316,MMAQ4_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,6.3,0.72,0.28,3.07,9.91,0.0,3.91,5.62,10.28,7.42,2.14,1.32,8.28,1.31,
2317,2317,MMAQ4_2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.56,0.69,0.31,2.85,8.08,0.0,3.43,4.02,8.89,6.12,3.12,1.52,3.25,5.7,
2318,2318,MMAQ4_2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,4.21,0.63,0.37,2.55,10.39,0.0,4.27,5.42,11.64,7.35,3.56,1.36,0.71,11.61,
2319,2319,MMAQ4_2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,403.37,0.0,0.0,0.19,0.76,0.79,0.65,0.35,2.52,8.12,9.04,8.65,7.44,20.89,13.68,17.55,1.84,11.72,15.69,
2320,2320,MMAQ4_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.27,0.0,0.0,0.49,2.77,3.02,0.64,0.36,2.28,7.76,5.41,4.97,3.47,11.41,7.26,9.78,2.09,23.61,19.02,
2321,2321,MMAQ4_2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.17,0.0,0.0,0.05,0.19,0.2,0.67,0.33,2.47,10.43,8.13,7.66,5.39,19.25,12.97,16.85,2.41,28.8,27.75,
2322,2322,MMAQ4_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.22,0.0,0.0,0.78,2.71,2.87,0.43,0.57,1.49,10.17,8.12,7.67,5.3,18.77,8.05,8.81,1.52,25.76,32.9,
2323,2323,MMAQ4_2023,503.4,0.07,0.01,0.0,0.04,0.0,0.0,0.01,0.02,0.0,2.48,743.79,0.0,0.0,0.49,0.0,2.46,0.51,0.49,1.69,8.65,0.0,5.21,3.4,13.08,6.66,7.69,1.96,25.76,25.43,
2324,2324,BRGE8_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,16.73,0.12,0.83,0.81,289.24,0.0,394.57,400.28,8.36,1.01,9.36,0.0,0.0,0.0,
2325,2325,BRGE8_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,14.16,0.15,0.8,1.13,505.8,0.0,631.52,451.4,7.27,1.06,10.56,0.0,0.0,0.0,
2326,2326,BRGE8_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,16.49,0.14,0.8,1.04,431.97,0.0,487.57,367.09,7.49,1.07,10.89,0.0,0.0,0.0,
2327,2327,BRGE8_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,24.27,0.13,0.81,4.03,194.38,0.0,257.66,233.86,7.71,0.98,4.44,0.0,0.0,0.0,
2328,2328,BRGE8_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,11.74,0.0,0.76,0.0,21.02,0.34,0.5,0.84,199.31,0.0,112.5,189.11,6.08,2.08,1.51,0.01,0.0,0.0,
2329,2329,BRGE8_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,12.37,0.0,1.44,0.0,67.61,0.32,0.53,1.45,260.24,0.0,78.9,166.49,4.51,1.44,0.23,0.01,12.55,5.56,
2330,2330,BRGE8_2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,13.57,0.0,1.34,0.0,65.08,0.33,0.51,1.49,257.34,0.0,74.56,231.85,6.42,2.12,0.31,0.01,19.78,4.83,
2331,2331,BRGE8_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,14.18,0.0,1.42,0.0,180.67,0.32,0.53,1.45,192.09,0.0,26.9,200.21,5.86,1.88,1.26,0.01,14.64,1.55,
2332,2332,BRGE8_2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,14.81,0.0,1.45,0.0,249.36,0.35,0.49,1.45,260.6,0.0,25.12,202.37,4.69,1.63,1.91,0.01,1.3,4.11,
2333,2333,BRGE8_2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,15.55,0.0,1.47,0.0,109.11,0.36,0.47,1.46,233.22,0.0,59.29,203.95,4.63,1.68,1.01,0.01,1.32,0.18,
2334,2334,BRGE8_2019,2.54,16.15,0.68,55.29,60.97,28.17,0.24,0.66,0.63,52.96,58.4,0.68,16.18,0.0,1.47,119.81,132.11,0.36,0.47,2.52,224.34,50.94,46.2,174.43,4.21,1.51,0.22,0.01,3.11,4.08,5.724117647058824
2335,2335,BRGE8_2020,3.68,14.34,0.48,12.33,12.69,22.98,0.19,0.46,0.49,15.71,16.16,0.56,16.76,0.0,1.27,32.87,33.83,0.41,0.4,3.39,301.47,186.4,181.11,160.27,3.33,1.35,1.68,0.01,1.53,8.54,7.384659090909091
2336,2336,BRGE8_2021,3.17,33.15,0.57,31.61,29.6,163.79,0.23,0.61,0.56,0.0,0.0,0.29,16.97,0.0,1.16,64.41,60.3,0.41,0.42,2.8,0.0,518.18,553.42,494.15,1.72,0.7,2.42,0.0,32.32,18.92,8.875573770491803
2337,2337,BRGE8_2022,3.4,8.12,0.53,10.17,12.83,179.28,0.2,0.58,0.51,10.95,13.82,1.14,17.51,0.0,1.18,22.72,28.66,0.38,0.46,2.33,0.0,0.0,0.0,0.0,6.51,2.48,2.77,0.0,31.54,10.41,8.267894736842106
2338,2338,BRGE8_2023,2.01,16.96,0.6,19.95,118.24,227.35,0.27,0.72,0.61,17.88,106.0,0.65,18.16,0.43,1.15,38.02,225.39,0.45,0.36,3.13,0.0,0.0,192.28,0.0,3.56,1.61,1.43,0.0,31.54,1.46,9.7932
2339,2339,JOPA4_2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.67,0.0,9.09,3.57,0.0,0.0,0.0,0.0,0.0,0.0,
2340,2340,JOPA4_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.66,0.36,0.52,1.71,23.66,0.0,3.42,1.15,2.33,0.84,3.22,0.73,0.0,0.0,
2341,2341,JOPA4_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.74,0.35,0.54,1.59,26.75,0.0,5.23,1.77,3.52,1.22,3.43,0.69,0.0,0.0,
2342,2342,JOPA4_2011,2.12,9.63,0.5,0.0,2.91,0.24,0.17,0.81,0.37,0.0,7.21,1.77,33.7,0.0,0.66,0.0,3.79,0.35,0.55,1.71,32.06,0.0,8.37,2.54,5.24,1.81,5.05,0.72,0.0,0.0,
2343,2343,JOPA4_2012,2.43,7.18,0.63,0.0,3.01,0.26,0.2,0.66,0.46,0.0,5.99,3.17,36.0,0.09,0.72,0.0,3.4,0.31,0.59,2.14,30.63,0.0,8.62,3.61,8.82,2.78,5.17,0.77,0.0,0.0,
2344,2344,JOPA4_2013,21.03,12.13,0.65,0.0,3.34,0.24,0.17,0.7,0.43,0.0,7.76,1.81,34.05,0.28,1.0,0.0,5.17,0.27,0.64,1.71,30.07,0.0,7.06,1.94,5.33,1.43,4.13,0.74,4.98,7.04,
2345,2345,JOPA4_2014,3.16,9.28,0.46,0.0,2.56,0.19,0.14,0.45,0.34,0.0,7.3,1.94,39.4,1.34,0.99,0.0,5.58,0.3,0.59,2.02,30.75,0.0,7.23,2.0,4.92,1.47,4.83,0.73,8.57,21.33,
2346,2346,JOPA4_2015,3.53,7.53,0.42,0.0,2.08,0.17,0.12,0.52,0.31,0.0,6.94,2.28,41.13,0.42,1.11,0.0,5.54,0.28,0.62,1.55,32.88,0.0,8.28,2.29,5.55,1.54,4.97,0.67,8.96,14.74,
2347,2347,JOPA4_2016,4.77,6.89,0.46,0.0,1.86,0.18,0.13,0.45,0.36,0.0,0.0,2.9,43.23,0.26,0.42,0.0,1.7,0.27,0.63,1.78,33.27,0.0,9.69,2.62,6.71,1.84,5.68,0.7,9.72,10.44,
2348,2348,JOPA4_2017,3.62,13.87,0.56,0.0,4.0,0.25,0.16,0.45,0.46,0.0,3.12,1.81,44.55,0.37,0.12,0.0,0.87,0.28,0.63,2.1,29.13,0.0,6.21,1.79,4.06,1.12,3.85,0.62,2.82,10.63,
2349,2349,JOPA4_2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,46.19,0.0,0.88,0.0,6.83,0.27,0.64,2.25,29.92,0.0,5.72,2.18,4.94,1.33,3.81,0.61,2.31,4.67,
2350,2350,JOPA4_2019,3.1,22.78,0.49,5.44,8.32,0.2,0.14,0.41,0.36,18.01,27.57,1.01,47.14,0.0,1.05,11.64,17.82,0.28,0.63,2.12,27.48,3.67,2.4,0.88,2.14,0.59,0.78,0.68,3.46,12.24,21.95375
2351,2351,JOPA4_2020,0.99,10.66,0.65,2.53,2.89,0.22,0.17,0.58,0.5,6.29,7.19,3.01,49.29,0.0,0.91,3.54,4.04,0.26,0.66,1.76,27.37,8.58,7.51,2.03,6.1,1.57,3.94,0.77,8.16,5.65,25.0525
2352,2352,JOPA4_2021,2.69,12.05,0.68,3.67,4.43,0.18,0.17,0.44,0.58,8.34,10.05,2.91,51.37,0.0,0.99,5.31,6.4,0.25,0.67,2.21,19.84,5.03,4.18,1.54,5.66,1.4,3.43,0.91,11.31,0.03,47.48761904761905
2353,2353,JOPA4_2022,2.43,12.96,0.7,2.71,3.04,0.17,0.16,0.53,0.62,6.07,6.82,2.89,53.43,0.0,1.15,4.43,4.98,0.23,0.69,1.73,21.36,6.45,5.74,1.35,5.4,1.27,5.96,0.94,16.21,9.78,35.135000000000005
2354,2354,JOPA4_2023,2.67,52.81,0.63,3.08,3.54,0.17,0.15,0.4,0.59,7.0,8.04,0.64,53.92,0.67,1.03,5.07,5.83,0.24,0.68,2.07,19.84,5.47,4.76,0.32,1.19,0.29,4.44,0.9,16.21,18.77,34.49
2355,2355,BEEF11_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,5.58,0.25,0.75,2.28,18.14,0.0,5.51,2.8,13.89,3.49,7.93,1.25,0.0,0.0,
2356,2356,BEEF11_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.79,0.0,2.09,0.0,4.83,0.19,0.79,2.39,19.01,0.0,6.42,0.61,4.12,0.79,8.02,1.3,0.0,0.0,
2357,2357,BEEF11_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,5.07,0.0,2.4,0.0,4.56,0.15,0.82,1.74,15.1,0.0,7.1,1.14,8.46,1.3,5.6,1.14,0.0,0.0,
2358,2358,BEEF11_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,7.18,0.0,1.83,0.0,3.29,0.17,0.83,2.15,20.91,0.0,9.55,4.43,25.81,4.44,12.16,1.0,0.0,0.0,
2359,2359,BEEF11_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,3.02,0.0,4.21,0.0,4.06,0.09,0.91,2.12,20.63,0.0,8.42,5.75,70.89,6.31,11.82,1.1,0.0,0.0,
2360,2360,BEEF11_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,3.22,0.0,5.99,0.0,4.84,0.07,0.93,2.17,19.37,0.0,8.49,5.99,87.17,5.77,10.16,0.96,21.84,0.0,
2361,2361,BEEF11_2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.16,0.0,0.0,0.0,4.62,0.05,1.05,1.65,20.19,0.0,9.68,8.41,208.48,9.63,13.1,1.15,22.82,0.0,
2362,2362,BEEF11_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,2.17,0.0,6.59,0.0,3.87,0.06,0.94,2.01,19.54,0.0,9.19,2.02,37.43,2.18,11.31,1.08,19.39,33.85,
2363,2363,BEEF11_2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.31,0.0,81.6,0.0,5.86,0.01,0.99,1.86,18.48,0.0,8.18,2.32,395.38,2.36,9.4,1.02,22.54,0.0,
2364,2364,BEEF11_2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66,1.35,0.0,0.0,0.0,9.0,0.02,1.02,1.36,17.57,0.0,4.16,7.8,420.03,9.86,1.28,1.26,24.34,0.0,
2365,2365,BEEF11_2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.75,0.0,0.0,3.48,4.11,0.02,1.02,1.47,19.23,10.08,8.54,0.09,5.74,0.12,12.88,1.29,19.63,0.0,3.7419696969696967
2366,2366,BEEF11_2020,0.0,3.62,3.0,1.2,1.41,0.13,0.15,0.52,0.45,0.0,0.0,1.27,1.53,0.0,6.17,2.46,2.89,0.05,0.95,1.76,19.76,10.83,9.24,3.59,82.98,4.12,13.9,1.15,15.3,0.0,6.3263855421686745
2367,2367,BEEF11_2021,0.0,3.67,3.36,0.92,1.08,0.08,0.11,0.34,0.35,5.26,6.16,0.99,1.08,0.0,9.33,2.56,3.0,0.03,0.97,1.9,17.23,8.83,7.55,2.22,91.55,2.98,14.38,1.34,22.82,25.18,4.490593220338983
2368,2368,BEEF11_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,6.01,1.07,0.83,0.0,13.21,2.36,2.76,0.02,0.95,1.6,18.52,9.16,7.82,2.11,128.75,3.05,14.54,1.45,20.68,0.0,
2369,2369,BEEF11_2023,0.0,6.02,3.5,0.86,1.08,0.08,0.08,0.31,0.2,5.27,6.6,0.6,1.03,0.11,14.28,3.5,4.38,0.02,0.96,1.87,19.88,9.3,7.42,1.32,58.14,1.41,9.4,1.06,20.68,0.0,
2370,2370,CTSA3_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.07,1.4,0.7,0.3,2.81,25.85,14.3,10.88,7.07,10.16,7.11,11.41,1.01,0.0,0.0,
2371,2371,CTSA3_2010,3.89,4.55,0.51,2.28,2.83,0.33,0.33,1.0,0.78,0.0,0.0,0.58,5.14,0.0,0.23,1.02,1.26,0.65,0.35,2.42,25.75,14.33,11.55,7.18,11.25,7.35,11.52,1.02,0.0,0.0,
2372,2372,CTSA3_2011,4.02,5.24,0.58,2.88,3.69,0.34,0.37,1.38,0.83,0.0,0.0,0.62,5.63,0.72,0.28,1.38,1.77,0.64,0.36,1.96,22.92,11.96,9.34,6.58,11.02,7.11,10.71,1.08,0.0,0.0,
2373,2373,CTSA3_2012,3.55,5.94,0.78,3.02,3.64,0.51,0.59,1.5,1.21,0.0,0.0,0.81,6.24,0.19,0.12,0.47,0.57,0.75,0.25,4.06,26.21,16.96,14.07,8.62,13.07,9.86,13.98,1.14,0.0,0.0,
2374,2374,CTSA3_2013,3.15,6.8,0.88,3.95,4.98,0.62,0.58,2.0,1.16,0.0,0.0,0.9,6.93,0.65,0.31,1.39,1.74,0.65,0.35,2.35,23.49,15.8,12.55,9.19,12.99,8.49,10.12,0.92,0.0,0.0,
2375,2375,CTSA3_2014,10.14,132.77,0.47,5.11,11.7,0.31,0.29,1.12,0.61,0.0,0.0,0.02,6.91,1.36,0.43,4.72,10.81,0.62,0.38,1.96,16.48,6.14,2.68,0.24,0.35,0.22,2.65,0.92,8.89,44.83,
2376,2376,CTSA3_2015,0.49,4.39,0.37,16.82,5.64,0.27,0.22,1.16,0.46,0.0,0.0,0.54,6.38,0.0,0.51,23.09,7.74,0.59,0.41,1.56,13.71,1.62,4.82,6.2,8.4,4.97,7.69,0.8,1.43,0.0,
2377,2377,CTSA3_2016,0.0,20.04,0.26,3.84,12.76,0.17,0.15,1.31,0.27,0.0,0.0,0.08,6.3,0.24,0.56,8.42,28.03,0.57,0.43,1.32,16.34,4.38,1.32,0.84,1.28,0.72,0.72,0.86,0.33,0.0,
